ID; TimeStamp; RCQoE;
0;5107871767;0;
1;5109054843;0;
2;5109154822;0;
3;5109254800;0;
4;5109354778;0;
5;5109446425;0;
6;5109546403;0;
7;5109646382;0;
8;5109746360;0;
9;5109846338;0;
10;5109946317;0;
11;5110046295;0;
12;5110146273;0;
13;5110254583;0;
14;5110354561;0;
15;5110446208;0;
16;5110554518;0;
17;5110654496;0;
18;5110746143;0;
19;5110846121;0;
20;5110946125;0;
21;5111046103;0;
22;5111146131;0;
23;5111246134;0;
24;5111346113;0;
25;5111446091;0;
26;5111546069;0.07629967;
27;5111646048;0.05324036;
28;5111746026;0.1719437;
29;5111846004;0.3039673;
30;5111945983;0.5257597;
31;5112045961;0.668198;
32;5112145939;0.7498423;
33;5112245917;0.7992219;
34;5112345896;0.830238;
35;5112445874;0.8470516;
36;5112545852;0.8541225;
37;5112645831;0.8634506;
38;5112745809;0.876464;
39;5112845787;0.8827039;
40;5112945766;0.8869748;
41;5113045744;0.9003565;
42;5113145722;0.9119425;
43;5113245700;0.9224459;
44;5113345679;0.9336586;
45;5113445657;0.9361261;
46;5113545635;0.9394193;
47;5113645614;0.9441437;
48;5113745592;0.9471965;
49;5113845570;0.9503008;
50;5113945549;0.9632593;
51;5114045527;0.9508421;
52;5114145505;0.9470214;
53;5114245483;0.9449577;
54;5114345462;0.9467509;
55;5114445440;0.9458063;
56;5114545418;0.9444419;
57;5114645397;0.9411333;
58;5114745375;0.9250245;
59;5114845353;0.8662183;
60;5114945332;0.8122025;
61;5115045310;0.7733215;
62;5115145288;0.7258028;
63;5115245266;0.7229267;
64;5115345245;0.7218014;
65;5115453555;0.7201135;
66;5115553533;0.7191246;
67;5115653511;0.7187948;
68;5115753489;0.7191005;
69;5115853468;0.7195942;
70;5115953446;0.7197883;
71;5116053424;0.7199267;
72;5116153403;0.721678;
73;5116253381;0.7269714;
74;5116353359;0.7253425;
75;5116453338;0.7226162;
76;5116553316;0.7215751;
77;5116653294;0.7212915;
78;5116753273;0.7209545;
79;5116853251;0.7203923;
80;5116953229;0.7201136;
81;5117053207;0.719981;
82;5117153186;0.7197534;
83;5117253164;0.7189965;
84;5117353142;0.7147803;
85;5117453121;0.6997322;
86;5117553099;0.6934783;
87;5117653077;0.6903867;
88;5117753055;0.6863523;
89;5117853034;0.6840932;
90;5117953012;0.6777433;
91;5118052990;0.668996;
92;5118152969;0.6661081;
93;5118252947;0.665097;
94;5118352925;0.660487;
95;5118452904;0.6374458;
96;5118552882;0.5709742;
97;5118652860;0.5029901;
98;5118752839;0.4967363;
99;5118852817;0.4964852;
100;5118952795;0.4970806;
101;5119052773;0.4976277;
102;5119152752;0.4980046;
103;5119252730;0.4982045;
104;5119352708;0.4986963;
105;5119452687;0.4997235;
106;5119552665;0.5008137;
107;5119652643;0.5019699;
108;5119752621;0.5017056;
109;5119852600;0.5020804;
110;5119952578;0.5017467;
111;5120052556;0.5018733;
112;5120152535;0.5023199;
113;5120252513;0.503235;
114;5120352491;0.5034335;
115;5120452470;0.5033926;
116;5120552448;0.5034629;
