ID; TimeStamp; RCQoE;
0;17871206129;0;
1;17871306107;0;
2;17871406086;0;
3;17871506064;0;
4;17871606017;0;
5;17871714252;0;
6;17871805924;0;
7;17871905927;0;
8;17872014287;0;
9;17872105934;0;
10;17872205912;0;
11;17872314197;0;
12;17872414175;0;
13;17872497415;0;
14;17872597344;0;
15;17872680659;0;
16;17872788969;0;
17;17872880641;0;
18;17872988975;0;
19;17873080622;0;
20;17873180601;0;
21;17873288910;0;
22;17873388889;0;
23;17873488867;0.01283303;
24;17873588845;0.1098885;
25;17873688824;0.4535284;
26;17873788802;0.6769584;
27;17873897112;0.7368819;
28;17873997090;0.7964129;
29;17874097068;0.8356792;
30;17874180384;0.8228707;
31;17874288693;0.8226947;
32;17874388672;0.8225667;
33;17874496981;0;
34;17874588628;0;
35;17874696938;0.0309791;
36;17874788585;0.4401295;
37;17874888563;0.8035649;
38;17874988541;0.9096458;
39;17875080188;0.9247856;
40;17875188498;0.9333145;
41;17875288476;0.9310691;
42;17875388455;0.9127846;
43;17875496814;0.8978223;
44;17875588411;0.895546;
45;17875688390;0.8963708;
46;17875796699;0.8942552;
47;17875880115;0.8929684;
48;17875988449;0.8936388;
49;17876096759;0.8924716;
50;17876196738;0.8934693;
51;17876280053;0.9016485;
52;17876380081;0.8980174;
53;17876488441;0.8973305;
54;17876588294;0.896374;
55;17876679941;0.8956773;
56;17876788251;0.8953659;
57;17876879898;0.8951328;
58;17876988207;0.8943241;
59;17877088186;0.8940638;
60;17877196496;0.8948223;
61;17877288167;0.8934744;
62;17877388171;0.8933054;
63;17877479842;0.8910415;
64;17877588052;0.8902094;
65;17877687981;0.8911564;
66;17877787959;0.7799184;
67;17877879656;0.5944432;
68;17877987990;0.5326734;
69;17878087969;0.5408955;
70;17878187897;0.5501549;
71;17878287875;0.5554098;
72;17878387854;0.5610772;
73;17878479475;0.7101061;
74;17878587810;0.7986714;
75;17878679457;0.8449901;
76;17878787767;0.846486;
77;17878887770;0.8514744;
78;17878987798;0.8652906;
79;17879087777;0.8811762;
80;17879187755;0.8852323;
81;17879296065;0.8920678;
82;17879387737;0.8910924;
83;17879479383;0.8908137;
84;17879587693;0.8887072;
85;17879696003;0.8854971;
86;17879787650;0.8824651;
87;17879887628;0.8816916;
88;17879987606;0.8793799;
89;17880087585;0.8790709;
90;17880187563;0.8783391;
91;17880287541;0.877995;
92;17880387520;0.8775917;
93;17880479166;0.8787853;
94;17880562482;0.8804938;
95;17880678973;0.8812957;
96;17880787283;0.8838348;
97;17880887261;0.8891642;
98;17880987239;0.8926561;
99;17881078911;0.8956228;
100;17881187271;0.9009323;
101;17881287299;0.9017652;
102;17881378946;0.9009334;
103;17881487256;0.9017496;
104;17881587234;0.9032286;
105;17881687213;0.9000866;
106;17881787191;0.895898;
107;17881887169;0.892778;
108;17881987147;0.8907902;
109;17882087126;0.891166;
110;17882187104;0.8923414;
111;17882287057;0.8882474;
112;17882387011;0.8852035;
113;17882486964;0.8835894;
114;17882586942;0.8813713;
115;17882695277;0.8798013;
116;17882786924;0.8776276;
