ID; TimeStamp; RCQoE;
0;7485755089;0;
1;7486929834;0;
2;7487029812;0;
3;7487129791;0;
4;7487229769;0;
5;7487329747;0;
6;7487438057;0;
7;7487538035;0;
8;7487638014;0;
9;7487737992;0;
10;7487837970;0;
11;7487937949;0;
12;7488037927;0;
13;7488129574;0;
14;7488229552;0;
15;7488329530;0;
16;7488429509;0.02888578;
17;7488529362;0.03284973;
18;7488637672;0.143285;
19;7488737650;0.1888534;
20;7488837628;0.2541502;
21;7488937607;0.2788319;
22;7489037585;0.2737926;
23;7489137563;0.2612965;
24;7489237542;0.256359;
25;7489337520;0.2549101;
26;7489437498;0.2500747;
27;7489537476;0.2405413;
28;7489637455;0.2331596;
29;7489737433;0.2310871;
30;7489837411;0.229561;
31;7489937390;0.2277263;
32;7490037368;0.2256727;
33;7490137346;0.2235123;
34;7490237325;0.2201882;
35;7490328971;0.2153849;
36;7490437281;0.211188;
37;7490537259;0.2097133;
38;7490637238;0.2090108;
39;7490728885;0.2089367;
40;7490828863;0.2092422;
41;7490928841;0.2093807;
42;7491037151;0.2092777;
43;7491137129;0.20924;
44;7491228776;0.2091527;
45;7491337086;0.2093678;
46;7491428733;0.2094212;
47;7491537042;0.2092066;
48;7491628689;0.2089217;
49;7491728668;0.2115383;
50;7491828646;0.2139885;
51;7491928624;0.2144215;
52;7492028602;0.2134761;
53;7492136912;0.2111009;
54;7492228559;0.2102141;
55;7492328537;0.2097102;
56;7492428516;0.2090866;
57;7492528519;0.2089035;
58;7492628497;0.2089832;
59;7492728476;0.2090638;
60;7492828454;0.2090298;
61;7492928432;0.2089005;
62;7493028410;0.2089353;
63;7493128389;0.208984;
64;7493228367;0.2089698;
65;7493328345;0.2088363;
66;7493428324;0.2088371;
67;7493528302;0.2090899;
68;7493628355;0.2091854;
69;7493728359;0.2092043;
70;7493836668;0.2091447;
71;7493928315;0.2089666;
72;7494028168;0.2090851;
73;7494128122;0.2091236;
74;7494228100;0.2091567;
75;7494328078;0.209097;
76;7494428057;0.2090435;
77;7494528035;0.2089457;
78;7494628013;0.2089194;
79;7494727992;0.2090134;
80;7494827970;0.2093196;
81;7494927948;0.2093923;
82;7495027926;0.2093868;
83;7495127905;0.2094128;
84;7495227883;0.2092876;
85;7495327861;0.2092376;
86;7495427840;0.2092746;
87;7495527818;0.2093418;
88;7495627796;0.2093542;
89;7495727775;0.2092748;
90;7495827753;0.2091703;
91;7495927731;0.2090183;
92;7496027709;0.2089091;
93;7496127688;0.2088164;
94;7496227666;0.2086513;
95;7496327644;0.2089509;
96;7496427623;0.2092309;
97;7496527601;0.2094602;
98;7496627579;0.2095515;
99;7496727558;0.2095478;
100;7496827536;0.2096321;
101;7496927514;0.2097274;
102;7497027492;0.2095971;
103;7497127471;0.2092951;
104;7497227449;0.208809;
105;7497327427;0.2085621;
106;7497427406;0.2085266;
107;7497527384;0.2084053;
108;7497627362;0.2083243;
109;7497727341;0.2083133;
110;7497827319;0.2086208;
111;7497927297;0.2095737;
112;7498027275;0.211033;
113;7498127254;0.2122843;
114;7498227232;0.2131304;
115;7498327210;0.2132744;
116;7498427239;0.2143359;
