ID; TimeStamp; RCQoE;
0;418155202623;0;
1;418155302601;0;
2;418155402579;0;
3;418155502558;0;
4;418155594204;0;
5;418155694183;0;
6;418155794161;0;
7;418155894139;0;
8;418155994118;0;
9;418156094171;0;
10;418156194149;0;
11;418156294078;0;
12;418156393906;0;
13;418156485553;0;
14;418156577199;0;
15;418156677178;0;
16;418156777306;0;
17;418156869003;0;
18;418156977313;0;
19;418157068959;0;
20;418157168913;0;
21;418157285479;0;
22;418157377101;0;
23;418157477079;0;
24;418157568701;0;
25;418157685192;0;
26;418157768408;0;
27;418157885049;0;
28;418157968364;0;
29;418158068467;0.1277172;
30;418158176827;0.2699582;
31;418158276806;0.4282067;
32;418158368452;0.4663706;
33;418158476762;0.4731353;
34;418158568409;0.4753773;
35;418158676719;0.4763131;
36;418158776697;0.4838515;
37;418158868344;0.4962779;
38;418158968297;0.4975469;
39;418159076607;0.5052121;
40;418159168254;0.5244002;
41;418159276564;0.5268388;
42;418159368210;0.5267348;
43;418159476520;0.5268551;
44;418159551504;0.5280231;
45;418159676602;0.5291032;
46;418159776505;0.5296476;
47;418159859845;0.5290768;
48;418159968155;0.5291002;
49;418160076465;0.5301918;
50;418160168112;0.5302211;
51;418160268065;0.532258;
52;418160368043;0.5328352;
53;418160467922;0.5334795;
54;418160567950;0.5325296;
55;418160667928;0.5324357;
56;418160767957;0.5320402;
57;418160876291;0.5328704;
58;418160976295;0.5314451;
59;418161076273;0.5313476;
60;418161167820;0.5318431;
61;418161276080;0.5335414;
62;418161367751;0.5331818;
63;418161467730;0.5337409;
64;418161576064;0.5327561;
65;418161676068;0.5326237;
66;418161767740;0.5322306;
67;418161867693;0.5317199;
68;418161975978;0.5312338;
69;418162075956;0.5312086;
70;418162175934;0.5308641;
71;418162275913;0.5316967;
72;418162367584;0.5329073;
73;418162467563;0.5333051;
74;418162567541;0.5352601;
75;418162667519;0.5354195;
76;418162767498;0.5382533;
77;418162867526;0.536377;
78;418162967479;0.5343691;
79;418163067432;0.5340821;
80;418163167411;0.5340807;
81;418163267539;0.5339503;
82;418163375949;0.5349275;
83;418163475927;0.5350844;
84;418163567524;0.5350596;
85;418163667477;0.5351342;
86;418163767456;0.5344606;
87;418163867409;0.5339189;
88;418163958956;0.5345956;
89;418164067265;0.5343781;
90;418164167144;0.5347667;
91;418164267122;0.5354337;
92;418164367100;0.5339755;
93;418164475410;0.5333449;
94;418164567057;0.5338733;
95;418164667035;0.5341714;
96;418164767014;0.5343233;
97;418164883705;0.5343958;
98;418164975352;0.5340754;
99;418165083661;0.5343472;
100;418165175308;0.534029;
101;418165275287;0.5343655;
102;418165391928;0.5344284;
103;418165475243;0.5345043;
104;418165583553;0.5347135;
105;418165675200;0.535099;
106;418165783585;0.5352123;
107;418165866925;0.5346981;
108;418165983566;0.5344769;
109;418166083544;0.5350815;
110;418166191854;0.5359194;
111;418166283501;0.5357934;
112;418166391811;0.5352196;
113;418166483508;0.5348489;
114;418166575154;0.5354477;
115;418166675183;0.5371683;
116;418166783393;0.5398217;
