ID; TimeStamp; RCQoE;
0;81127054838;0;
1;81127154816;0;
2;81127254794;0;
3;81127354773;0;
4;81127463082;0;
5;81127546398;0;
6;81127646376;0;
7;81127746354;0;
8;81127846333;0;
9;81127946311;0;
10;81128046289;0.07171118;
11;81128146267;0.0673818;
12;81128254577;0.07383689;
13;81128362887;0.07993114;
14;81128454534;0.08277133;
15;81128554512;0.09231752;
16;81128654490;0.1201383;
17;81128754469;0.1309015;
18;81128846116;0.134146;
19;81128946094;0.1335872;
20;81129046072;0.1160721;
21;81129146050;0.1236436;
22;81129246029;0.1394507;
23;81129346007;0.1901122;
24;81129445985;0.2595786;
25;81129545964;0.3283255;
26;81129645942;0.4004813;
27;81129745920;0.437469;
28;81129845949;0.5305636;
29;81129945927;0.5499198;
30;81130045905;0.5668029;
31;81130145883;0.570203;
32;81130245862;0.5701091;
33;81130345840;0.5759781;
34;81130445818;0.6106673;
35;81130545797;0.7265419;
36;81130645775;0.7755769;
37;81130762416;0.7810708;
38;81130862395;0.8449355;
39;81130962373;0.876251;
40;81131062351;0.8684663;
41;81131162329;0.8597605;
42;81131262308;0.8545344;
43;81131362286;0.8533029;
44;81131462264;0.8551698;
45;81131562243;0.8501413;
46;81131662221;0.8439295;
47;81131762199;0.8120656;
48;81131862178;0.7698859;
49;81131945493;0.7658272;
50;81132062134;0.7622903;
51;81132162112;0.7583112;
52;81132262116;0.7559668;
53;81132362094;0.7548097;
54;81132462072;0.7578495;
55;81132562051;0.7635282;
56;81132662054;0.7666993;
57;81132762032;0.7694976;
58;81132862011;0.7709541;
59;81132961989;0.7717654;
60;81133061967;0.7721636;
61;81133161945;0.7720476;
62;81133261924;0.7711905;
63;81133361902;0.7705842;
64;81133461880;0.7706246;
65;81133561859;0.7707922;
66;81133661837;0.770818;
67;81133753484;0.7712961;
68;81133861794;0.7713739;
69;81133961772;0.7714971;
70;81134061750;0.7712382;
71;81134153397;0.7705313;
72;81134253375;0.7702426;
73;81134361685;0.7706324;
74;81134461663;0.7722986;
75;81134553310;0.7757859;
76;81134661620;0.7742364;
77;81134761598;0.7546538;
78;81134861577;0.7243157;
79;81134961555;0.7015125;
80;81135061533;0.6716585;
81;81135153180;0.6632579;
82;81135253158;0.6528139;
83;81135353137;0.6498167;
84;81135461446;0.6481007;
85;81135561425;0.6463557;
86;81135661403;0.6464847;
87;81135753050;0.647476;
88;81135861360;0.6497173;
89;81135961338;0.650736;
90;81136052985;0.6470988;
91;81136152963;0.5017881;
92;81136252941;0.4686596;
93;81136361251;0.4780973;
94;81136461229;0.4875517;
95;81136561208;0.5027207;
96;81136661186;0.5178586;
97;81136761114;0.5476553;
98;81136861093;0.5471772;
99;81136961021;0.5489155;
100;81137052668;0.5545628;
101;81137160977;0.5717322;
102;81137260956;0.595547;
103;81137360934;0.6013844;
104;81137460912;0.608965;
105;81137552559;0.6240661;
106;81137652537;0.6508147;
107;81137752516;0.6456886;
108;81137852494;0.6437632;
109;81137952472;0.6423402;
110;81138052451;0.6414723;
111;81138152429;0.6405466;
112;81138252407;0.6390408;
113;81138360717;0.6370329;
114;81138460695;0.6360937;
115;81138552342;0.6382948;
116;81138652320;0.6423424;
117;81138752299;0.6440979;
