ID; TimeStamp; RCQoE;
0;418042160442;0;
1;418043343643;0;
2;418043443621;0;
3;418043543600;0;
4;418043643578;0;
5;418043743481;0;
6;418043843335;0;
7;418043943313;0;
8;418044043291;0;
9;418044143270;0;
10;418044243248;0;
11;418044343226;0;
12;418044443204;0;
13;418044543183;0;
14;418044626498;0;
15;418044718145;0;
16;418044818123;0;
17;418044918101;0;
18;418045026611;0;
19;418045126665;0;
20;418045226568;0;
21;418045326396;0;
22;418045418043;0;
23;418045526203;0;
24;418045626256;0;
25;418045734691;0;
26;418045826313;0.1146711;
27;418045934547;0.2431748;
28;418046026194;0.3856156;
29;418046134504;0.4099588;
30;418046226151;0.4165379;
31;418046326104;0.4581755;
32;418046426082;0.5001075;
33;418046534492;0.5173563;
34;418046634446;0.5221042;
35;418046717711;0.5229967;
36;418046825896;0.5229204;
37;418046934305;0.5223019;
38;418047026002;0.5261597;
39;418047117574;0.5261567;
40;418047225859;0.5235926;
41;418047317531;0.5228219;
42;418047425840;0.5223486;
43;418047525919;0.5221854;
44;418047609134;0.5223118;
45;418047717369;0.5216955;
46;418047817422;0.5214885;
47;418047925732;0.5218261;
48;418048025735;0.5222293;
49;418048125764;0.5240303;
50;418048225717;0.5232921;
51;418048334027;0.5227333;
52;418048409010;0.5226133;
53;418048534058;0.5250921;
54;418048625580;0.5245163;
55;418048725583;0.5259377;
56;418048825587;0.5248815;
57;418048908927;0.5240456;
58;418049017287;0.5238332;
59;418049125597;0.5248761;
60;418049208912;0.5244406;
61;418049333735;0.5242956;
62;418049425306;0.5249778;
63;418049525360;0.5251544;
64;418049617031;0.5313355;
65;418049717010;0.5308201;
66;418049825320;0.5289681;
67;418049933704;0.5287301;
68;418050025326;0.5271482;
69;418050133636;0.5268759;
70;418050216976;0.5270137;
71;418050316980;0.5265496;
72;418050425389;0.5254548;
73;418050516936;0.5250615;
74;418050625146;0.5255154;
75;418050716793;0.5258189;
76;418050800133;0.5259691;
77;418050933462;0.5261056;
78;418051033291;0.5272561;
79;418051116606;0.5269147;
80;418051216634;0.5265072;
81;418051316688;0.5263252;
82;418051416691;0.5262049;
83;418051516594;0.5259631;
84;418051608216;0.5259728;
85;418051724857;0.5266676;
86;418051816554;0.5265039;
87;418051924864;0.5261861;
88;418052024892;0.5266594;
89;418052116614;0.5284244;
90;418052233155;0.5314869;
91;418052324827;0.5300987;
92;418052424805;0.5721872;
93;418052524784;0.739361;
94;418052633094;0.7672157;
95;418052716409;0.7697487;
96;418052808056;0.7697235;
97;418052924697;0.7693925;
98;418053008012;0.7695879;
99;418053116322;0.7699752;
100;418053216350;0.7697523;
101;418053332992;0.7703374;
102;418053416307;0.7721313;
103;418053524692;0.7753741;
104;418053608032;0.7739179;
105;418053724598;0.7728966;
106;418053807939;0.771871;
107;418053924555;0.771765;
108;418054032815;0.7721148;
109;418054124512;0.771546;
110;418054232871;0.7720323;
111;418054316137;0.7719932;
112;418054424446;0.7724978;
113;418054524375;0.7744348;
114;418054632660;0.7754985;
115;418054724231;0.7785431;
116;418054824185;0.7810485;
117;418054915856;0.7810991;
