ID; TimeStamp; RCQoE;
0;440011311270;0.5754464;
1;440012502678;0.5741462;
2;440012602506;0.5744051;
3;440012702484;0.5736569;
4;440012802463;0.5734003;
5;440012894109;0.5736293;
6;440012994088;0.5740419;
7;440013094066;0.5741897;
8;440013194219;0.5744278;
9;440013294223;0.5756641;
10;440013394201;0.5744794;
11;440013494179;0.5742651;
12;440013594157;0.5753344;
13;440013694136;0.5752411;
14;440013777451;0.5748286;
15;440013869023;0.5744189;
16;440013977283;0.5734819;
17;440014077336;0.5728924;
18;440014160651;0.5726867;
19;440014268961;0.5734532;
20;440014360608;0.5748274;
21;440014468918;0.5792057;
22;440014568896;0.5769863;
23;440014668874;0.575951;
24;440014760621;0.5743195;
25;440014868856;0.5734346;
26;440014968884;0.5726991;
27;440015068887;0.5716649;
28;440015168791;0.5708579;
29;440015268769;0.5698287;
30;440015368847;0.568921;
31;440015477132;0.5692314;
32;440015576985;0.5698773;
33;440015676964;0.5703548;
34;440015776942;0.5693573;
35;440015868589;0.5693116;
36;440015968717;0.5616257;
37;440016077027;0.5452609;
38;440016168624;0.5315651;
39;440016268577;0.5233415;
40;440016368505;0.5153558;
41;440016468484;0.5081288;
42;440016576793;0.5052507;
43;440016668440;0.5038676;
44;440016760087;0.5031769;
45;440016868397;0.4966769;
46;440016968375;0.4938829;
47;440017076685;0.5755413;
48;440017168332;0.6198109;
49;440017268310;0.6261924;
50;440017359957;0.6279811;
51;440017468267;0.6285689;
52;440017568220;0.6296265;
53;440017668098;0.6284104;
54;440017768076;0.627728;
55;440017868055;0.6261768;
56;440017976365;0.6146595;
57;440018076343;0.5436264;
58;440018167990;0.4958543;
59;440018267968;0.4876155;
60;440018367946;0.4847054;
61;440018467925;0.4867895;
62;440018559571;0.4834797;
63;440018667881;0.4811718;
64;440018767860;0.4800887;
65;440018867838;0.479718;
66;440018967816;0.4794067;
67;440019059463;0.4792108;
68;440019167773;0.4788344;
69;440019259419;0.4783906;
70;440019367704;0.4781954;
71;440019467683;0.477881;
72;440019567611;0.4775986;
73;440019675921;0.4777873;
74;440019767592;0.4802531;
75;440019859239;0.4791012;
76;440019967724;0.4781769;
77;440020067627;0.4777444;
78;440020175912;0.4774561;
79;440020292654;0.4770869;
80;440020367637;0.4769523;
81;440020459284;0.4769939;
82;440020575900;0.4776198;
83;440020675879;0.4775046;
84;440020767526;0.4771181;
85;440020875835;0.4779628;
86;440020967482;0.4799597;
87;440021075767;0.4849618;
88;440021184077;0.484058;
89;440021292387;0.4898173;
90;440021367370;0.5628177;
91;440021475680;0.591096;
92;440021575658;0.5984669;
93;440021683893;0.6004449;
94;440021783847;0.6009439;
95;440021875493;0.6016578;
96;440021975622;0.6028659;
97;440022075600;0.6036937;
98;440022175603;0.6039391;
99;440022283913;0.6039184;
100;440022367228;0.6041355;
101;440022483870;0.6043019;
102;440022575541;0.6046407;
103;440022667163;0.6056032;
104;440022767067;0.6060953;
105;440022875376;0.606533;
106;440022967023;0.6068898;
107;440023083689;0.6062194;
108;440023175361;0.6057516;
109;440023275340;0.6061814;
110;440023375318;0.6064532;
111;440023475296;0.6063439;
112;440023583581;0.6063269;
113;440023675178;0.6070566;
114;440023766824;0.608072;
115;440023875134;0.6079317;
116;440023983469;0.6073859;
