Shimmer_F5D4_Timestamp_FormattedUnix_CAL,Shimmer_F5D4_Accel_LN_X_CAL,Shimmer_F5D4_Accel_LN_Y_CAL,Shimmer_F5D4_Accel_LN_Z_CAL,Shimmer_F5D4_Accel_WR_X_CAL,Shimmer_F5D4_Accel_WR_Y_CAL,Shimmer_F5D4_Accel_WR_Z_CAL,Shimmer_F5D4_GSR_Range_CAL,Shimmer_F5D4_GSR_Skin_Conductance_CAL,Shimmer_F5D4_GSR_Skin_Resistance_CAL,Shimmer_F5D4_Gyro_X_CAL,Shimmer_F5D4_Gyro_Y_CAL,Shimmer_F5D4_Gyro_Z_CAL,Shimmer_F5D4_PPG_A13_CAL,Shimmer_F5D4_PPG_IBI_CAL,Shimmer_F5D4_PPGtoHR_CAL,Shimmer_F5D4_GSR_Skin_Conductance_LPF_CAL,
yyyy/mm/dd hh:mm:ss.000,m/(s^2),m/(s^2),m/(s^2),m/(s^2),m/(s^2),m/(s^2),no_units,uS,kOhms,deg/s,deg/s,deg/s,mV,ms,BPM,uS,
2023-08-12 14:29:49.801000,-9.361445783132531,-0.3373493975903615,-2.63855421686747,-0.32127529123237275,-9.297976701410178,-2.2832618025751072,3.0,0.7488067488067489,1335.458049214349,-0.20057106229240662,0.21665404113979328,-0.0017481498747160184,1413.1868131868132,-1.0,71.86227566797032,0.749754642869977,
2023-08-12 14:29:49.808000,-9.373493975903616,-0.3493975903614458,-2.662650602409639,-0.27467811158798283,-9.288166768853463,-2.3053341508277128,3.0,0.7488067488067489,1335.458049214349,-0.047316589942311596,0.12400209777984952,0.08950527358545554,1405.8608058608058,-1.0,71.86227566797032,0.7497462228785938,
2023-08-12 14:29:49.816000,-9.3855421686747,-0.3493975903614458,-2.63855421686747,-0.27467811158798283,-9.253832004904966,-2.2244022072348253,3.0,0.7492507492507493,1334.6666666666665,0.17003671114736846,-0.198007109142823,0.300099061826234,1402.197802197802,-1.0,71.86227566797032,0.7497378042957544,
2023-08-12 14:29:49.824000,-9.361445783132531,-0.3493975903614458,-2.63855421686747,-0.24034334763948498,-9.246474555487431,-2.251379521765788,3.0,0.7492507492507493,1334.6666666666665,-0.19812365246780558,-0.10885146553231127,0.14393100635161118,1402.197802197802,-1.0,71.86227566797032,0.749729385453927,
2023-08-12 14:29:49.831000,-9.349397590361447,-0.3614457831325301,-2.63855421686747,-0.26486817903126914,-9.374003678724709,-2.3347639484978537,3.0,0.7488067488067489,1335.458049214349,0.03239904434473502,0.11980653808053073,0.20208612551716096,1401.4652014652013,-1.0,71.86227566797032,0.7497209648972395,
2023-08-12 14:29:49.839000,-9.373493975903616,-0.3373493975903615,-2.626506024096386,-0.2329858982219497,-9.268546903740036,-2.293071735131821,3.0,0.7488067488067489,1335.458049214349,0.07831711438727311,0.055824252665928276,0.12353592447992531,1402.197802197802,-1.0,71.86227566797032,0.7497125412368597,
2023-08-12 14:29:49.847000,-9.361445783132531,-0.3493975903614458,-2.6144578313253013,-0.26241569589209074,-9.327406499080318,-2.258736971183323,3.0,0.7488067488067489,1335.458049214349,0.049297826466989284,0.39240137521123486,0.06246722218984897,1401.4652014652013,-1.0,71.86227566797032,0.749704113113685,
2023-08-12 14:29:49.854000,-9.3855421686747,-0.3373493975903615,-2.6506024096385543,-0.2575107296137339,-9.283261802575106,-2.2317596566523603,3.0,0.7488067488067489,1335.458049214349,-0.24007924946098655,-0.4356389487792085,0.21478934794009685,1398.5347985347985,-1.0,71.86227566797032,0.7496956790538754,
2023-08-12 14:29:49.862000,-9.3855421686747,-0.3373493975903615,-2.626506024096386,-0.26241569589209074,-9.29307173513182,-2.293071735131821,3.0,0.7488067488067489,1335.458049214349,-0.25313210185886625,0.3452013285939041,-0.09311811665986841,1393.4065934065934,-1.0,71.86227566797032,0.7496872376326887,
