Shimmer_F5D4_Timestamp_FormattedUnix_CAL,Shimmer_F5D4_Accel_LN_X_CAL,Shimmer_F5D4_Accel_LN_Y_CAL,Shimmer_F5D4_Accel_LN_Z_CAL,Shimmer_F5D4_Accel_WR_X_CAL,Shimmer_F5D4_Accel_WR_Y_CAL,Shimmer_F5D4_Accel_WR_Z_CAL,Shimmer_F5D4_GSR_Range_CAL,Shimmer_F5D4_GSR_Skin_Conductance_CAL,Shimmer_F5D4_GSR_Skin_Resistance_CAL,Shimmer_F5D4_Gyro_X_CAL,Shimmer_F5D4_Gyro_Y_CAL,Shimmer_F5D4_Gyro_Z_CAL,Shimmer_F5D4_PPG_A13_CAL,Shimmer_F5D4_PPG_IBI_CAL,Shimmer_F5D4_PPGtoHR_CAL,Shimmer_F5D4_GSR_Skin_Conductance_LPF_CAL,
yyyy/mm/dd hh:mm:ss.000,m/(s^2),m/(s^2),m/(s^2),m/(s^2),m/(s^2),m/(s^2),no_units,uS,kOhms,deg/s,deg/s,deg/s,mV,ms,BPM,uS,
2023-08-15 12:24:41.315000,-1.0963855421686748,0.44578313253012053,-9.927710843373495,0.510116492949111,-0.5793991416309012,-9.56713672593501,3.0,0.7177267177267178,1393.2879678317352,-0.19194685624380908,-0.7062525493852332,0.2149058912650777,2572.8937728937726,-1.0,78.32988047808765,0.7183154685087769,
2023-08-15 12:24:41.323000,-1.0602409638554218,0.44578313253012053,-9.91566265060241,0.5444512568976088,-0.6259963212752911,-9.633353770692827,3.0,0.7177267177267178,1393.2879678317352,-0.08414428063632708,-0.5168696462910095,0.1241186411048308,2364.8351648351645,-1.0,78.32988047808765,0.718306680782956,
2023-08-15 12:24:41.330000,-1.0963855421686748,0.4819277108433735,-9.93975903614458,0.5640711220110362,-0.5499693439607602,-9.606376456161863,3.0,0.7177267177267178,1393.2879678317352,0.0533768428413255,-0.4206048598566511,0.08123069751180009,2134.7985347985345,-1.0,78.32988047808765,0.718297901910575,
2023-08-15 12:24:41.338000,-1.072289156626506,0.4819277108433735,-9.951807228915664,0.539546290619252,-0.6382587369711833,-9.682403433476395,3.0,0.7177267177267178,1393.2879678317352,0.3424042887943588,-0.05244449624147708,0.09917836955888362,1898.9010989010987,-1.0,78.32988047808765,0.7182891298125945,
2023-08-15 12:24:41.346000,-1.072289156626506,0.46987951807228917,-9.951807228915664,0.5763335377069282,-0.5524218270999387,-9.660331085223788,3.0,0.7177267177267178,1393.2879678317352,0.27748965677990794,-0.1729502942718963,-0.2369325796864983,1668.131868131868,-1.0,78.32988047808765,0.7182803626457194,
2023-08-15 12:24:41.353000,-1.072289156626506,0.4819277108433735,-9.91566265060241,0.5861434702636419,-0.5916615573267934,-9.652973635806253,3.0,0.7177267177267178,1393.2879678317352,-0.2132742847153421,0.138453470077501,-0.23390245323699094,1449.084249084249,-1.0,78.32988047808765,0.718271598806041,
2023-08-15 12:24:41.361000,-1.0843373493975905,0.4819277108433735,-9.903614457831326,0.4904966278356836,-0.5769466584917229,-9.62844880441447,3.0,0.7177267177267178,1393.2879678317352,-0.13903618670240694,0.384709515762484,0.22574442048831633,1246.8864468864467,-1.0,78.32988047808765,0.7182628369320213,
2023-08-15 12:24:41.369000,-1.0481927710843375,0.46987951807228917,-9.927710843373495,0.5861434702636419,-0.5156345800122624,-9.64316370324954,3.0,0.7172827172827172,1394.150417827298,-0.03531262746926114,0.17038634112231268,-0.46314317347473927,1067.3992673992673,-1.0,78.32988047808765,0.718254075906835,
2023-08-15 12:24:41.376000,-1.0602409638554218,0.45783132530120485,-9.927710843373495,0.5861434702636419,-0.5793991416309012,-9.650521152667075,3.0,0.7177267177267178,1393.2879678317352,-0.34275391876930306,0.3095390711497005,-0.41314608705786365,911.3553113553113,-1.0,78.32988047808765,0.7182453148495244,
2023-08-15 12:24:41.384000,-1.0843373493975905,0.49397590361445787,-9.91566265060241,0.5836909871244634,-0.5916615573267934,-9.675045984058858,3.0,0.7172827172827172,1394.150417827298,0.29939980187634685,0.17108560107219944,-0.060952158965095066,780.9523809523808,-1.0,78.32988047808765,0.7182365530843685,
2023-08-15 12:24:41.392000,-1.0843373493975905,0.4819277108433735,-9.951807228915664,0.6548129981606376,-0.6137339055793991,-9.613733905579398,3.0,0.7172827172827172,1394.150417827298,0.0816968708117243,0.06421537206456586,-0.1847211700949829,676.9230769230769,-1.0,78.32988047808765,0.7182277900233719,
2023-08-15 12:24:41.399000,-1.0963855421686748,0.5060240963855422,-9.93975903614458,0.5885959534028203,-0.6039239730226854,-9.645616186388718,3.0,0.7172827172827172,1394.150417827298,0.11106578870695237,-0.04253831361808689,-0.609987762950877,601.4652014652014,-1.0,78.32988047808765,0.7182190252931606,
2023-08-15 12:24:41.407000,-1.108433734939759,0.5301204819277109,-9.891566265060241,0.5861434702636419,-0.559779276517474,-9.655426118945432,3.0,0.7172827172827172,1394.150417827298,-0.025756074820815194,0.11048307208204645,-0.20884563836606249,552.3809523809523,-1.0,78.32988047808765,0.7182102587118088,
2023-08-15 12:24:41.415000,-1.0963855421686748,0.46987951807228917,-9.891566265060241,0.5812385039852851,-0.5867565910484365,-9.603923973022685,3.0,0.7172827172827172,1394.150417827298,0.25068469203426347,0.09102033681020859,-0.2838995396538661,526.007326007326,-1.0,78.32988047808765,0.7182014902964347,
2023-08-15 12:24:41.422000,-1.0963855421686748,0.4819277108433735,-9.879518072289157,0.5787860208461066,-0.6284488044144696,-9.576946658491723,3.0,0.7168387168387169,1395.013936203159,0.17667968067129,-0.2924072023774845,-0.2957869588019344,524.5421245421245,-1.0,78.32988047808765,0.7181927203876567,
2023-08-15 12:24:41.430000,-1.1204819277108435,0.4819277108433735,-9.891566265060241,0.5763335377069282,-0.6210913549969344,-9.621091354996933,3.0,0.7168387168387169,1395.013936203159,0.24392517918536283,-0.12283666453003943,-0.019812365246780383,546.5201465201465,-1.0,78.32988047808765,0.7181839494859034,
2023-08-15 12:24:41.438000,-1.1204819277108435,0.4819277108433735,-9.843373493975903,0.5542611894543225,-0.6235438381361128,-9.608828939301041,3.0,0.7168387168387169,1395.013936203159,0.2932230056523521,0.015616805547461593,-0.21898490763941478,589.010989010989,-1.0,78.32988047808765,0.7181751782044561,
2023-08-15 12:24:41.445000,-1.144578313253012,0.46987951807228917,-9.891566265060241,0.5370938074800735,-0.6284488044144696,-9.603923973022685,3.0,0.7172827172827172,1394.150417827298,-0.13285939047841044,0.39799545481032544,-0.3399568789697569,651.2820512820513,-1.0,78.32988047808765,0.7181664072529925,
