Shimmer_F5D4_Timestamp_FormattedUnix_CAL,Shimmer_F5D4_Accel_LN_X_CAL,Shimmer_F5D4_Accel_LN_Y_CAL,Shimmer_F5D4_Accel_LN_Z_CAL,Shimmer_F5D4_Accel_WR_X_CAL,Shimmer_F5D4_Accel_WR_Y_CAL,Shimmer_F5D4_Accel_WR_Z_CAL,Shimmer_F5D4_GSR_Range_CAL,Shimmer_F5D4_GSR_Skin_Conductance_CAL,Shimmer_F5D4_GSR_Skin_Resistance_CAL,Shimmer_F5D4_Gyro_X_CAL,Shimmer_F5D4_Gyro_Y_CAL,Shimmer_F5D4_Gyro_Z_CAL,Shimmer_F5D4_PPG_A13_CAL,Shimmer_F5D4_PPG_IBI_CAL,Shimmer_F5D4_PPGtoHR_CAL,Shimmer_F5D4_GSR_Skin_Conductance_LPF_CAL,Shimmer_F5D4_GSR_Skin_Resistance_LPF_CAL,
yyyy/mm/dd hh:mm:ss.000,m/(s^2),m/(s^2),m/(s^2),m/(s^2),m/(s^2),m/(s^2),no_units,uS,kOhms,deg/s,deg/s,deg/s,mV,ms,BPM,uS,kOhms,
2023-12-13 12:15:24.672000,-4.614457831325302,-2.4096385542168677,8.228915662650603,-2.2440220723482525,-4.586756591048436,8.934396076026976,2.0,2.2747252747252746,439.61352657004835,0.20523279529165048,0.39531495833576097,0.12400209777984952,2345.7875457875457,-1.0,65.8234289731829,2.2805421431380823,438.4931748766642,
2023-12-13 12:15:24.680000,-4.626506024096386,-2.3855421686746987,8.216867469879519,-2.2562844880441446,-4.58185162477008,8.954015941140405,2.0,2.2747252747252746,439.61352657004835,0.0510459763417053,0.3426373754443222,0.3970631082104774,2317.948717948718,-1.0,65.8234289731829,2.280431099769438,438.5145261307407,
2023-12-13 12:15:24.688000,-4.626506024096386,-2.4216867469879517,8.228915662650603,-2.2342121397915387,-4.54996934396076,8.958920907418761,2.0,2.2747252747252746,439.61352657004835,-0.17574733407144158,0.5052153137929033,0.1786609171959677,2267.399267399267,-1.0,65.8234289731829,2.280320171943556,438.535856890851,
2023-12-13 12:15:24.695000,-4.602409638554217,-2.4216867469879517,8.204819277108435,-2.3323114653586754,-4.527896995708154,8.978540772532188,2.0,2.273260073260073,439.8968739929101,0.06864401841384458,0.4502068644018408,0.31373463084901837,2200.7326007326005,-1.0,65.8234289731829,2.2802093815134024,438.5571629334966,
2023-12-13 12:15:24.703000,-4.626506024096386,-2.4216867469879517,8.204819277108435,-2.27835683629675,-4.540159411404046,8.971183323114653,2.0,2.2747252747252746,439.61352657004835,-0.03834275391876983,0.2876289260532598,0.20546588194161128,2126.007326007326,-1.0,65.8234289731829,2.2800987507419186,438.5784399561509,
2023-12-13 12:15:24.711000,-4.626506024096386,-2.433734939759036,8.19277108433735,-2.2562844880441446,-4.584304107909258,8.956468424279583,2.0,2.2747252747252746,439.61352657004835,-0.14567915622632677,0.49426024124468204,0.18740166656954693,2051.2820512820513,-1.0,65.8234289731829,2.2799883031523573,438.5996834141127,
2023-12-13 12:15:24.718000,-4.650602409638554,-2.433734939759036,8.204819277108435,-2.2611894543225013,-4.5744941753525445,9.003065603923973,2.0,2.2747252747252746,439.61352657004835,-0.3844764291125224,0.1196899947555499,-0.19660858924305122,1977.2893772893772,-1.0,65.8234289731829,2.2798780639563008,438.62088843747404,
2023-12-13 12:15:24.726000,-4.650602409638554,-2.433734939759036,8.19277108433735,-2.2440220723482525,-4.5744941753525445,8.904966278356836,2.0,2.273260073260073,439.8968739929101,-0.25453062175863805,0.49612493444437894,0.2015034088922559,1903.296703296703,-1.0,65.8234289731829,2.2797680586186706,438.6420501057688,
2023-12-13 12:15:24.734000,-4.662650602409639,-2.4096385542168677,8.19277108433735,-2.2145922746781115,-4.579399141630901,8.941753525444511,2.0,2.273260073260073,439.8968739929101,-0.1611794184488075,0.19695821921799375,0.2008041489423696,1832.9670329670328,-1.0,65.8234289731829,2.2796583128621415,438.663163448619,
