time,ECG
2023-08-17 17:14:32.727810,-140.0
2023-08-17 17:14:32.735499,-133.0
2023-08-17 17:14:32.743188,-131.0
2023-08-17 17:14:32.750876,-138.0
2023-08-17 17:14:32.758565,-136.0
2023-08-17 17:14:32.766254,-131.0
2023-08-17 17:14:32.773943,-126.0
2023-08-17 17:14:32.781632,-124.0
2023-08-17 17:14:32.789321,-121.0
2023-08-17 17:14:32.797010,-121.0
2023-08-17 17:14:32.804699,-121.0
2023-08-17 17:14:32.812388,-121.0
2023-08-17 17:14:32.820077,-119.0
2023-08-17 17:14:32.827766,-117.0
2023-08-17 17:14:32.835455,-114.0
2023-08-17 17:14:32.843144,-114.0
2023-08-17 17:14:32.850832,-117.0
2023-08-17 17:14:32.858521,-117.0
2023-08-17 17:14:32.866210,-114.0
2023-08-17 17:14:32.873899,-112.0
2023-08-17 17:14:32.881588,-109.0
2023-08-17 17:14:32.889277,-112.0
2023-08-17 17:14:32.896966,-119.0
2023-08-17 17:14:32.904655,-117.0
2023-08-17 17:14:32.912344,-114.0
2023-08-17 17:14:32.920033,-114.0
2023-08-17 17:14:32.927722,-109.0
2023-08-17 17:14:32.935411,-107.0
2023-08-17 17:14:32.943100,-109.0
2023-08-17 17:14:32.950789,-107.0
2023-08-17 17:14:32.958477,-102.0
2023-08-17 17:14:32.966166,-102.0
2023-08-17 17:14:32.973855,-102.0
2023-08-17 17:14:32.981544,-100.0
2023-08-17 17:14:32.989233,-100.0
2023-08-17 17:14:32.996922,-95.0
2023-08-17 17:14:33.004611,-93.0
2023-08-17 17:14:33.012300,-90.0
2023-08-17 17:14:33.019989,-90.0
2023-08-17 17:14:33.027678,-88.0
2023-08-17 17:14:33.035367,-88.0
2023-08-17 17:14:33.043056,-88.0
2023-08-17 17:14:33.050745,-81.0
2023-08-17 17:14:33.058434,-74.0
2023-08-17 17:14:33.066122,-78.0
2023-08-17 17:14:33.073811,-83.0
2023-08-17 17:14:33.081500,-78.0
2023-08-17 17:14:33.089189,-76.0
2023-08-17 17:14:33.096878,-76.0
2023-08-17 17:14:33.104567,-71.0
2023-08-17 17:14:33.112256,-66.0
2023-08-17 17:14:33.119945,-69.0
2023-08-17 17:14:33.127634,-71.0
2023-08-17 17:14:33.135323,-66.0
2023-08-17 17:14:33.143012,-66.0
2023-08-17 17:14:33.150701,-71.0
2023-08-17 17:14:33.158390,-69.0
2023-08-17 17:14:33.166079,-66.0
2023-08-17 17:14:33.173767,-74.0
2023-08-17 17:14:33.181456,-74.0
2023-08-17 17:14:33.189145,-62.0
2023-08-17 17:14:33.196834,-42.0
2023-08-17 17:14:33.204523,-35.0
2023-08-17 17:14:33.212212,-42.0
2023-08-17 17:14:33.219901,-50.0
2023-08-17 17:14:33.227590,-50.0
2023-08-17 17:14:33.235279,-59.0
2023-08-17 17:14:33.242968,-66.0
2023-08-17 17:14:33.250657,-64.0
2023-08-17 17:14:33.258346,-64.0
2023-08-17 17:14:33.266035,-64.0
2023-08-17 17:14:33.273723,-62.0
2023-08-17 17:14:33.281412,-62.0
2023-08-17 17:14:33.289101,-59.0
2023-08-17 17:14:33.296790,-54.0
2023-08-17 17:14:33.304479,-54.0
2023-08-17 17:14:33.312168,-31.0
2023-08-17 17:14:33.319857,97.0
2023-08-17 17:14:33.327546,377.0
2023-08-17 17:14:33.335235,575.0
2023-08-17 17:14:33.342924,384.0
2023-08-17 17:14:33.350613,-35.0
2023-08-17 17:14:33.358302,-203.0
2023-08-17 17:14:33.365991,-105.0
2023-08-17 17:14:33.373680,-78.0
2023-08-17 17:14:33.381368,-119.0
2023-08-17 17:14:33.389057,-102.0
2023-08-17 17:14:33.396746,-85.0
2023-08-17 17:14:33.404435,-95.0
2023-08-17 17:14:33.412124,-90.0
2023-08-17 17:14:33.419813,-81.0
2023-08-17 17:14:33.427502,-76.0
2023-08-17 17:14:33.435191,-74.0
2023-08-17 17:14:33.442880,-66.0
2023-08-17 17:14:33.450569,-57.0
2023-08-17 17:14:33.458258,-47.0
2023-08-17 17:14:33.465947,-40.0
2023-08-17 17:14:33.473636,-33.0
2023-08-17 17:14:33.481325,-19.0
2023-08-17 17:14:33.489013,-4.0
2023-08-17 17:14:33.496702,14.0
2023-08-17 17:14:33.504391,38.0
2023-08-17 17:14:33.512080,66.0
2023-08-17 17:14:33.519769,95.0
2023-08-17 17:14:33.527458,124.0
2023-08-17 17:14:33.535147,145.0
2023-08-17 17:14:33.542836,160.0
2023-08-17 17:14:33.550525,169.0
2023-08-17 17:14:33.558214,169.0
2023-08-17 17:14:33.565903,148.0
2023-08-17 17:14:33.573592,117.0
2023-08-17 17:14:33.581281,78.0
2023-08-17 17:14:33.588969,33.0
2023-08-17 17:14:33.596658,-7.0
2023-08-17 17:14:33.604347,-42.0
2023-08-17 17:14:33.612036,-69.0
2023-08-17 17:14:33.619725,-81.0
2023-08-17 17:14:33.627414,-81.0
2023-08-17 17:14:33.635103,-88.0
2023-08-17 17:14:33.642792,-95.0
2023-08-17 17:14:33.650481,-95.0
2023-08-17 17:14:33.658170,-95.0
2023-08-17 17:14:33.665859,-90.0
2023-08-17 17:14:33.673548,-85.0
2023-08-17 17:14:33.681237,-85.0
2023-08-17 17:14:33.688926,-88.0
2023-08-17 17:14:33.696614,-85.0
2023-08-17 17:14:33.704303,-81.0
2023-08-17 17:14:33.711992,-81.0
2023-08-17 17:14:33.719681,-81.0
2023-08-17 17:14:33.727370,-78.0
2023-08-17 17:14:33.735059,-81.0
2023-08-17 17:14:33.742748,-83.0
2023-08-17 17:14:33.750437,-81.0
2023-08-17 17:14:33.758126,-78.0
2023-08-17 17:14:33.765815,-81.0
2023-08-17 17:14:33.773504,-81.0
2023-08-17 17:14:33.781193,-81.0
2023-08-17 17:14:33.788882,-85.0
2023-08-17 17:14:33.796571,-85.0
2023-08-17 17:14:33.804259,-88.0
2023-08-17 17:14:33.811948,-90.0
2023-08-17 17:14:33.819637,-90.0
2023-08-17 17:14:33.827326,-90.0
2023-08-17 17:14:33.835015,-93.0
2023-08-17 17:14:33.842704,-93.0
2023-08-17 17:14:33.850393,-85.0
2023-08-17 17:14:33.858082,-88.0
2023-08-17 17:14:33.865771,-97.0
2023-08-17 17:14:33.873460,-97.0
2023-08-17 17:14:33.881149,-100.0
2023-08-17 17:14:33.888838,-107.0
2023-08-17 17:14:33.896527,-105.0
2023-08-17 17:14:33.904216,-107.0
2023-08-17 17:14:33.911904,-114.0
2023-08-17 17:14:33.919593,-124.0
2023-08-17 17:14:33.927282,-143.0
2023-08-17 17:14:33.934971,-145.0
2023-08-17 17:14:33.942660,-140.0
2023-08-17 17:14:33.950349,-143.0
2023-08-17 17:14:33.958038,-143.0
2023-08-17 17:14:33.965727,-133.0
2023-08-17 17:14:33.973416,-131.0
2023-08-17 17:14:33.981105,-136.0
2023-08-17 17:14:33.988794,-126.0
2023-08-17 17:14:33.996483,-124.0
2023-08-17 17:14:34.004172,-126.0
2023-08-17 17:14:34.011860,-121.0
2023-08-17 17:14:34.019549,-119.0
2023-08-17 17:14:34.027238,-117.0
2023-08-17 17:14:34.034927,-112.0
2023-08-17 17:14:34.042616,-112.0
2023-08-17 17:14:34.050305,-114.0
2023-08-17 17:14:34.057994,-109.0
2023-08-17 17:14:34.065683,-105.0
2023-08-17 17:14:34.073372,-109.0
2023-08-17 17:14:34.081061,-119.0
2023-08-17 17:14:34.088750,-114.0
2023-08-17 17:14:34.096439,-95.0
2023-08-17 17:14:34.104128,-85.0
2023-08-17 17:14:34.111817,-90.0
2023-08-17 17:14:34.119505,-95.0
2023-08-17 17:14:34.127194,-93.0
2023-08-17 17:14:34.134883,-100.0
2023-08-17 17:14:34.142572,-112.0
2023-08-17 17:14:34.150261,-119.0
2023-08-17 17:14:34.157950,-124.0
2023-08-17 17:14:34.165639,-128.0
2023-08-17 17:14:34.173328,-131.0
2023-08-17 17:14:34.181017,-126.0
2023-08-17 17:14:34.188706,-121.0
2023-08-17 17:14:34.196395,-117.0
2023-08-17 17:14:34.204084,-117.0
2023-08-17 17:14:34.211773,-114.0
2023-08-17 17:14:34.219462,-69.0
2023-08-17 17:14:34.227150,121.0
2023-08-17 17:14:34.234839,410.0
2023-08-17 17:14:34.242528,492.0
2023-08-17 17:14:34.250217,181.0
2023-08-17 17:14:34.257906,-191.0
2023-08-17 17:14:34.265595,-238.0
2023-08-17 17:14:34.273284,-126.0
2023-08-17 17:14:34.280973,-126.0
2023-08-17 17:14:34.288662,-150.0
2023-08-17 17:14:34.296351,-128.0
2023-08-17 17:14:34.304040,-121.0
2023-08-17 17:14:34.311729,-126.0
2023-08-17 17:14:34.319418,-117.0
2023-08-17 17:14:34.327106,-105.0
2023-08-17 17:14:34.334795,-100.0
2023-08-17 17:14:34.342484,-100.0
2023-08-17 17:14:34.350173,-95.0
2023-08-17 17:14:34.357862,-85.0
2023-08-17 17:14:34.365551,-78.0
2023-08-17 17:14:34.373240,-69.0
2023-08-17 17:14:34.380929,-57.0
2023-08-17 17:14:34.388618,-42.0
2023-08-17 17:14:34.396307,-28.0
2023-08-17 17:14:34.403996,-7.0
2023-08-17 17:14:34.411685,16.0
2023-08-17 17:14:34.419374,38.0
2023-08-17 17:14:34.427063,64.0
2023-08-17 17:14:34.434751,93.0
2023-08-17 17:14:34.442440,112.0
2023-08-17 17:14:34.450129,126.0
2023-08-17 17:14:34.457818,128.0
2023-08-17 17:14:34.465507,117.0
2023-08-17 17:14:34.473196,85.0
2023-08-17 17:14:34.480885,47.0
2023-08-17 17:14:34.488574,4.0
2023-08-17 17:14:34.496263,-45.0
2023-08-17 17:14:34.503952,-93.0
2023-08-17 17:14:34.511641,-126.0
2023-08-17 17:14:34.519330,-150.0
2023-08-17 17:14:34.527019,-160.0
2023-08-17 17:14:34.534708,-162.0
2023-08-17 17:14:34.542396,-162.0
2023-08-17 17:14:34.550085,-162.0
2023-08-17 17:14:34.557774,-160.0
2023-08-17 17:14:34.565463,-155.0
2023-08-17 17:14:34.573152,-145.0
2023-08-17 17:14:34.580841,-138.0
2023-08-17 17:14:34.588530,-136.0
2023-08-17 17:14:34.596219,-133.0
