time,ECG
2023-08-11 17:29:29.263406,-1191.0
2023-08-11 17:29:29.271095,-848.0
2023-08-11 17:29:29.278784,-45.0
2023-08-11 17:29:29.286474,430.0
2023-08-11 17:29:29.294163,270.0
2023-08-11 17:29:29.301853,65.0
2023-08-11 17:29:29.309542,79.0
2023-08-11 17:29:29.317231,38.0
2023-08-11 17:29:29.324921,-16.0
2023-08-11 17:29:29.332610,7.0
2023-08-11 17:29:29.340300,4.0
2023-08-11 17:29:29.347989,-21.0
2023-08-11 17:29:29.355678,-24.0
2023-08-11 17:29:29.363368,-24.0
2023-08-11 17:29:29.371057,-36.0
2023-08-11 17:29:29.378746,-53.0
2023-08-11 17:29:29.386436,-79.0
2023-08-11 17:29:29.394125,-94.0
2023-08-11 17:29:29.401815,-96.0
2023-08-11 17:29:29.409504,-113.0
2023-08-11 17:29:29.417193,-135.0
2023-08-11 17:29:29.424883,-157.0
2023-08-11 17:29:29.432572,-183.0
2023-08-11 17:29:29.440261,-217.0
2023-08-11 17:29:29.447951,-253.0
2023-08-11 17:29:29.455640,-277.0
2023-08-11 17:29:29.463330,-290.0
2023-08-11 17:29:29.471019,-297.0
2023-08-11 17:29:29.478708,-287.0
2023-08-11 17:29:29.486398,-256.0
2023-08-11 17:29:29.494087,-212.0
2023-08-11 17:29:29.501776,-145.0
2023-08-11 17:29:29.509466,-72.0
2023-08-11 17:29:29.517155,-26.0
2023-08-11 17:29:29.524845,4.0
2023-08-11 17:29:29.532534,38.0
2023-08-11 17:29:29.540223,67.0
2023-08-11 17:29:29.547913,82.0
2023-08-11 17:29:29.555602,84.0
2023-08-11 17:29:29.563291,79.0
2023-08-11 17:29:29.570981,82.0
2023-08-11 17:29:29.578670,79.0
2023-08-11 17:29:29.586360,67.0
2023-08-11 17:29:29.594049,60.0
2023-08-11 17:29:29.601738,58.0
2023-08-11 17:29:29.609428,53.0
2023-08-11 17:29:29.617117,48.0
2023-08-11 17:29:29.624806,45.0
2023-08-11 17:29:29.632496,38.0
2023-08-11 17:29:29.640185,21.0
2023-08-11 17:29:29.647875,7.0
2023-08-11 17:29:29.655564,7.0
2023-08-11 17:29:29.663253,7.0
2023-08-11 17:29:29.670943,-2.0
2023-08-11 17:29:29.678632,-2.0
2023-08-11 17:29:29.686321,0.0
2023-08-11 17:29:29.694011,-4.0
2023-08-11 17:29:29.701700,-12.0
2023-08-11 17:29:29.709390,-14.0
2023-08-11 17:29:29.717079,-9.0
2023-08-11 17:29:29.724768,-9.0
2023-08-11 17:29:29.732458,-12.0
2023-08-11 17:29:29.740147,-12.0
2023-08-11 17:29:29.747836,-16.0
2023-08-11 17:29:29.755526,-19.0
2023-08-11 17:29:29.763215,-12.0
2023-08-11 17:29:29.770905,-9.0
2023-08-11 17:29:29.778594,-14.0
2023-08-11 17:29:29.786283,-19.0
2023-08-11 17:29:29.793973,-31.0
2023-08-11 17:29:29.801662,-53.0
2023-08-11 17:29:29.809352,-67.0
2023-08-11 17:29:29.817041,-65.0
2023-08-11 17:29:29.824730,-65.0
2023-08-11 17:29:29.832420,-60.0
2023-08-11 17:29:29.840109,-36.0
2023-08-11 17:29:29.847798,-21.0
2023-08-11 17:29:29.855488,-24.0
2023-08-11 17:29:29.863177,-16.0
2023-08-11 17:29:29.870867,-7.0
2023-08-11 17:29:29.878556,-16.0
2023-08-11 17:29:29.886245,-24.0
2023-08-11 17:29:29.893935,-19.0
2023-08-11 17:29:29.901624,-19.0
2023-08-11 17:29:29.909313,-24.0
2023-08-11 17:29:29.917003,-24.0
2023-08-11 17:29:29.924692,-9.0
2023-08-11 17:29:29.932382,-12.0
2023-08-11 17:29:29.940071,-145.0
2023-08-11 17:29:29.947760,-555.0
2023-08-11 17:29:29.955450,-1046.0
2023-08-11 17:29:29.963139,-1046.0
2023-08-11 17:29:29.970828,-406.0
2023-08-11 17:29:29.978518,261.0
2023-08-11 17:29:29.986207,350.0
2023-08-11 17:29:29.993897,118.0
2023-08-11 17:29:30.001586,55.0
2023-08-11 17:29:30.009275,53.0
2023-08-11 17:29:30.016965,-14.0
2023-08-11 17:29:30.024654,-19.0
2023-08-11 17:29:30.032343,2.0
2023-08-11 17:29:30.040033,-19.0
2023-08-11 17:29:30.047722,-33.0
2023-08-11 17:29:30.055412,-31.0
2023-08-11 17:29:30.063101,-43.0
2023-08-11 17:29:30.070790,-60.0
2023-08-11 17:29:30.078480,-70.0
2023-08-11 17:29:30.086169,-77.0
2023-08-11 17:29:30.093858,-91.0
2023-08-11 17:29:30.101548,-113.0
2023-08-11 17:29:30.109237,-128.0
2023-08-11 17:29:30.116927,-145.0
2023-08-11 17:29:30.124616,-171.0
2023-08-11 17:29:30.132305,-205.0
2023-08-11 17:29:30.139995,-241.0
2023-08-11 17:29:30.147684,-275.0
2023-08-11 17:29:30.155373,-290.0
2023-08-11 17:29:30.163063,-294.0
2023-08-11 17:29:30.170752,-297.0
2023-08-11 17:29:30.178442,-282.0
2023-08-11 17:29:30.186131,-248.0
2023-08-11 17:29:30.193820,-188.0
2023-08-11 17:29:30.201510,-120.0
2023-08-11 17:29:30.209199,-60.0
2023-08-11 17:29:30.216889,-4.0
2023-08-11 17:29:30.224578,41.0
2023-08-11 17:29:30.232267,60.0
2023-08-11 17:29:30.239957,65.0
2023-08-11 17:29:30.247646,67.0
2023-08-11 17:29:30.255335,72.0
2023-08-11 17:29:30.263025,67.0
2023-08-11 17:29:30.270714,65.0
2023-08-11 17:29:30.278404,65.0
2023-08-11 17:29:30.286093,65.0
2023-08-11 17:29:30.293782,58.0
2023-08-11 17:29:30.301472,55.0
2023-08-11 17:29:30.309161,55.0
2023-08-11 17:29:30.316850,53.0
2023-08-11 17:29:30.324540,43.0
2023-08-11 17:29:30.332229,29.0
2023-08-11 17:29:30.339919,24.0
2023-08-11 17:29:30.347608,19.0
2023-08-11 17:29:30.355297,9.0
2023-08-11 17:29:30.362987,7.0
2023-08-11 17:29:30.370676,7.0
2023-08-11 17:29:30.378365,0.0
2023-08-11 17:29:30.386055,-2.0
2023-08-11 17:29:30.393744,2.0
2023-08-11 17:29:30.401434,0.0
2023-08-11 17:29:30.409123,-2.0
2023-08-11 17:29:30.416812,-4.0
2023-08-11 17:29:30.424502,-4.0
2023-08-11 17:29:30.432191,-9.0
2023-08-11 17:29:30.439880,-12.0
2023-08-11 17:29:30.447570,-7.0
2023-08-11 17:29:30.455259,-2.0
2023-08-11 17:29:30.462949,0.0
2023-08-11 17:29:30.470638,-2.0
2023-08-11 17:29:30.478327,-19.0
2023-08-11 17:29:30.486017,-36.0
2023-08-11 17:29:30.493706,-45.0
2023-08-11 17:29:30.501395,-60.0
2023-08-11 17:29:30.509085,-65.0
2023-08-11 17:29:30.516774,-43.0
2023-08-11 17:29:30.524464,-26.0
2023-08-11 17:29:30.532153,-26.0
2023-08-11 17:29:30.539842,-26.0
2023-08-11 17:29:30.547532,-12.0
2023-08-11 17:29:30.555221,-4.0
2023-08-11 17:29:30.562910,-12.0
2023-08-11 17:29:30.570600,-16.0
2023-08-11 17:29:30.578289,-19.0
2023-08-11 17:29:30.585979,-26.0
2023-08-11 17:29:30.593668,-33.0
2023-08-11 17:29:30.601357,-24.0
2023-08-11 17:29:30.609047,-7.0
2023-08-11 17:29:30.616736,-38.0
2023-08-11 17:29:30.624425,-277.0
2023-08-11 17:29:30.632115,-792.0
2023-08-11 17:29:30.639804,-1184.0
2023-08-11 17:29:30.647494,-906.0
2023-08-11 17:29:30.655183,-113.0
2023-08-11 17:29:30.662872,427.0
2023-08-11 17:29:30.670562,326.0
2023-08-11 17:29:30.678251,96.0
2023-08-11 17:29:30.685941,96.0
2023-08-11 17:29:30.693630,70.0
2023-08-11 17:29:30.701319,0.0
2023-08-11 17:29:30.709009,9.0
2023-08-11 17:29:30.716698,14.0
2023-08-11 17:29:30.724387,-14.0
2023-08-11 17:29:30.732077,-21.0
2023-08-11 17:29:30.739766,-24.0
2023-08-11 17:29:30.747456,-36.0
2023-08-11 17:29:30.755145,-45.0
2023-08-11 17:29:30.762834,-60.0
2023-08-11 17:29:30.770524,-72.0
2023-08-11 17:29:30.778213,-87.0
2023-08-11 17:29:30.785902,-111.0
2023-08-11 17:29:30.793592,-137.0
2023-08-11 17:29:30.801281,-159.0
2023-08-11 17:29:30.808971,-190.0
2023-08-11 17:29:30.816660,-234.0
2023-08-11 17:29:30.824349,-268.0
2023-08-11 17:29:30.832039,-290.0
2023-08-11 17:29:30.839728,-306.0
2023-08-11 17:29:30.847417,-311.0
2023-08-11 17:29:30.855107,-304.0
2023-08-11 17:29:30.862796,-285.0
2023-08-11 17:29:30.870486,-236.0
2023-08-11 17:29:30.878175,-166.0
2023-08-11 17:29:30.885864,-94.0
2023-08-11 17:29:30.893554,-36.0
2023-08-11 17:29:30.901243,7.0
2023-08-11 17:29:30.908932,36.0
2023-08-11 17:29:30.916622,55.0
2023-08-11 17:29:30.924311,67.0
2023-08-11 17:29:30.932001,65.0
2023-08-11 17:29:30.939690,58.0
2023-08-11 17:29:30.947379,62.0
2023-08-11 17:29:30.955069,67.0
2023-08-11 17:29:30.962758,60.0
2023-08-11 17:29:30.970447,53.0
2023-08-11 17:29:30.978137,55.0
2023-08-11 17:29:30.985826,55.0
2023-08-11 17:29:30.993516,50.0
2023-08-11 17:29:31.001205,41.0
2023-08-11 17:29:31.008894,31.0
2023-08-11 17:29:31.016584,21.0
2023-08-11 17:29:31.024273,19.0
2023-08-11 17:29:31.031962,19.0
2023-08-11 17:29:31.039652,12.0
2023-08-11 17:29:31.047341,-4.0
2023-08-11 17:29:31.055031,-12.0
2023-08-11 17:29:31.062720,-14.0
2023-08-11 17:29:31.070409,-16.0
2023-08-11 17:29:31.078099,-19.0
2023-08-11 17:29:31.085788,-16.0
2023-08-11 17:29:31.093477,-14.0
2023-08-11 17:29:31.101167,-16.0
2023-08-11 17:29:31.108856,-19.0
2023-08-11 17:29:31.116546,-12.0
2023-08-11 17:29:31.124235,-7.0
2023-08-11 17:29:31.131924,-9.0
2023-08-11 17:29:31.139614,-9.0
2023-08-11 17:29:31.147303,-9.0
2023-08-11 17:29:31.154993,-7.0
2023-08-11 17:29:31.162682,-12.0
2023-08-11 17:29:31.170371,-31.0
2023-08-11 17:29:31.178061,-50.0
2023-08-11 17:29:31.185750,-62.0
2023-08-11 17:29:31.193439,-65.0
2023-08-11 17:29:31.201129,-48.0
2023-08-11 17:29:31.208818,-31.0
2023-08-11 17:29:31.216508,-29.0
2023-08-11 17:29:31.224197,-21.0
2023-08-11 17:29:31.231886,-4.0
2023-08-11 17:29:31.239576,0.0
2023-08-11 17:29:31.247265,-7.0
2023-08-11 17:29:31.254954,-9.0
2023-08-11 17:29:31.262644,-9.0
2023-08-11 17:29:31.270333,-14.0
2023-08-11 17:29:31.278023,-12.0
2023-08-11 17:29:31.285712,-2.0
2023-08-11 17:29:31.293401,4.0
2023-08-11 17:29:31.301091,7.0
2023-08-11 17:29:31.308780,-91.0
2023-08-11 17:29:31.316469,-468.0
2023-08-11 17:29:31.324159,-1036.0
2023-08-11 17:29:31.331848,-1225.0
2023-08-11 17:29:31.339538,-662.0
2023-08-11 17:29:31.347227,190.0
2023-08-11 17:29:31.354916,505.0
2023-08-11 17:29:31.362606,234.0
2023-08-11 17:29:31.370295,89.0
2023-08-11 17:29:31.377984,137.0
2023-08-11 17:29:31.385674,67.0
