time,ECG
2023-08-17 16:38:42.903805,-66.0
2023-08-17 16:38:42.911494,-62.0
2023-08-17 16:38:42.919183,-59.0
2023-08-17 16:38:42.926872,-64.0
2023-08-17 16:38:42.934561,-62.0
2023-08-17 16:38:42.942250,-62.0
2023-08-17 16:38:42.949939,-64.0
2023-08-17 16:38:42.957628,-64.0
2023-08-17 16:38:42.965317,-62.0
2023-08-17 16:38:42.973005,-59.0
2023-08-17 16:38:42.980694,-57.0
2023-08-17 16:38:42.988383,-57.0
2023-08-17 16:38:42.996072,-62.0
2023-08-17 16:38:43.003761,-59.0
2023-08-17 16:38:43.011450,-54.0
2023-08-17 16:38:43.019139,-62.0
2023-08-17 16:38:43.026828,-64.0
2023-08-17 16:38:43.034517,-66.0
2023-08-17 16:38:43.042206,-69.0
2023-08-17 16:38:43.049895,-54.0
2023-08-17 16:38:43.057584,-33.0
2023-08-17 16:38:43.065273,-26.0
2023-08-17 16:38:43.072961,-35.0
2023-08-17 16:38:43.080650,-45.0
2023-08-17 16:38:43.088339,-52.0
2023-08-17 16:38:43.096028,-62.0
2023-08-17 16:38:43.103717,-74.0
2023-08-17 16:38:43.111406,-74.0
2023-08-17 16:38:43.119095,-66.0
2023-08-17 16:38:43.126784,-69.0
2023-08-17 16:38:43.134473,-71.0
2023-08-17 16:38:43.142162,-66.0
2023-08-17 16:38:43.149851,-62.0
2023-08-17 16:38:43.157540,-62.0
2023-08-17 16:38:43.165229,-54.0
2023-08-17 16:38:43.172918,-9.0
2023-08-17 16:38:43.180606,164.0
2023-08-17 16:38:43.188295,460.0
2023-08-17 16:38:43.195984,585.0
2023-08-17 16:38:43.203673,289.0
2023-08-17 16:38:43.211362,-131.0
2023-08-17 16:38:43.219051,-212.0
2023-08-17 16:38:43.226740,-95.0
2023-08-17 16:38:43.234429,-95.0
2023-08-17 16:38:43.242118,-131.0
2023-08-17 16:38:43.249807,-97.0
2023-08-17 16:38:43.257496,-85.0
2023-08-17 16:38:43.265185,-102.0
2023-08-17 16:38:43.272874,-93.0
2023-08-17 16:38:43.280563,-76.0
2023-08-17 16:38:43.288251,-76.0
2023-08-17 16:38:43.295940,-69.0
2023-08-17 16:38:43.303629,-57.0
2023-08-17 16:38:43.311318,-52.0
2023-08-17 16:38:43.319007,-45.0
2023-08-17 16:38:43.326696,-35.0
2023-08-17 16:38:43.334385,-31.0
2023-08-17 16:38:43.342074,-19.0
2023-08-17 16:38:43.349763,-2.0
2023-08-17 16:38:43.357452,16.0
2023-08-17 16:38:43.365141,40.0
2023-08-17 16:38:43.372830,64.0
2023-08-17 16:38:43.380519,90.0
2023-08-17 16:38:43.388207,119.0
2023-08-17 16:38:43.395896,133.0
2023-08-17 16:38:43.403585,138.0
2023-08-17 16:38:43.411274,140.0
2023-08-17 16:38:43.418963,140.0
2023-08-17 16:38:43.426652,119.0
2023-08-17 16:38:43.434341,78.0
2023-08-17 16:38:43.442030,31.0
2023-08-17 16:38:43.449719,-14.0
2023-08-17 16:38:43.457408,-47.0
2023-08-17 16:38:43.465097,-71.0
2023-08-17 16:38:43.472786,-93.0
2023-08-17 16:38:43.480475,-105.0
2023-08-17 16:38:43.488164,-107.0
2023-08-17 16:38:43.495852,-107.0
2023-08-17 16:38:43.503541,-105.0
2023-08-17 16:38:43.511230,-102.0
2023-08-17 16:38:43.518919,-100.0
2023-08-17 16:38:43.526608,-95.0
2023-08-17 16:38:43.534297,-93.0
2023-08-17 16:38:43.541986,-83.0
2023-08-17 16:38:43.549675,-83.0
2023-08-17 16:38:43.557364,-93.0
2023-08-17 16:38:43.565053,-93.0
2023-08-17 16:38:43.572742,-81.0
2023-08-17 16:38:43.580431,-76.0
2023-08-17 16:38:43.588120,-76.0
2023-08-17 16:38:43.595809,-76.0
2023-08-17 16:38:43.603497,-76.0
2023-08-17 16:38:43.611186,-78.0
2023-08-17 16:38:43.618875,-71.0
2023-08-17 16:38:43.626564,-66.0
2023-08-17 16:38:43.634253,-66.0
2023-08-17 16:38:43.641942,-69.0
2023-08-17 16:38:43.649631,-64.0
2023-08-17 16:38:43.657320,-62.0
2023-08-17 16:38:43.665009,-59.0
2023-08-17 16:38:43.672698,-62.0
2023-08-17 16:38:43.680387,-64.0
2023-08-17 16:38:43.688076,-71.0
2023-08-17 16:38:43.695765,-76.0
2023-08-17 16:38:43.703454,-69.0
2023-08-17 16:38:43.711142,-59.0
2023-08-17 16:38:43.718831,-62.0
2023-08-17 16:38:43.726520,-64.0
2023-08-17 16:38:43.734209,-66.0
2023-08-17 16:38:43.741898,-66.0
2023-08-17 16:38:43.749587,-62.0
2023-08-17 16:38:43.757276,-57.0
2023-08-17 16:38:43.764965,-57.0
2023-08-17 16:38:43.772654,-62.0
2023-08-17 16:38:43.780343,-69.0
2023-08-17 16:38:43.788032,-66.0
2023-08-17 16:38:43.795721,-64.0
2023-08-17 16:38:43.803410,-62.0
2023-08-17 16:38:43.811098,-57.0
2023-08-17 16:38:43.818787,-54.0
2023-08-17 16:38:43.826476,-64.0
2023-08-17 16:38:43.834165,-69.0
2023-08-17 16:38:43.841854,-62.0
2023-08-17 16:38:43.849543,-57.0
2023-08-17 16:38:43.857232,-57.0
2023-08-17 16:38:43.864921,-62.0
2023-08-17 16:38:43.872610,-64.0
2023-08-17 16:38:43.880299,-64.0
2023-08-17 16:38:43.887988,-71.0
2023-08-17 16:38:43.895677,-76.0
2023-08-17 16:38:43.903366,-66.0
2023-08-17 16:38:43.911055,-50.0
2023-08-17 16:38:43.918743,-42.0
2023-08-17 16:38:43.926432,-47.0
2023-08-17 16:38:43.934121,-54.0
2023-08-17 16:38:43.941810,-62.0
2023-08-17 16:38:43.949499,-74.0
2023-08-17 16:38:43.957188,-83.0
2023-08-17 16:38:43.964877,-85.0
2023-08-17 16:38:43.972566,-81.0
2023-08-17 16:38:43.980255,-78.0
2023-08-17 16:38:43.987944,-81.0
2023-08-17 16:38:43.995633,-83.0
2023-08-17 16:38:44.003322,-81.0
2023-08-17 16:38:44.011011,-78.0
2023-08-17 16:38:44.018700,-66.0
2023-08-17 16:38:44.026388,-7.0
2023-08-17 16:38:44.034077,193.0
2023-08-17 16:38:44.041766,480.0
2023-08-17 16:38:44.049455,535.0
2023-08-17 16:38:44.057144,193.0
2023-08-17 16:38:44.064833,-176.0
2023-08-17 16:38:44.072522,-205.0
2023-08-17 16:38:44.080211,-93.0
2023-08-17 16:38:44.087900,-105.0
2023-08-17 16:38:44.095589,-136.0
2023-08-17 16:38:44.103278,-109.0
2023-08-17 16:38:44.110967,-97.0
2023-08-17 16:38:44.118656,-102.0
2023-08-17 16:38:44.126344,-88.0
2023-08-17 16:38:44.134033,-83.0
2023-08-17 16:38:44.141722,-93.0
2023-08-17 16:38:44.149411,-81.0
2023-08-17 16:38:44.157100,-66.0
2023-08-17 16:38:44.164789,-69.0
2023-08-17 16:38:44.172478,-62.0
2023-08-17 16:38:44.180167,-47.0
2023-08-17 16:38:44.187856,-40.0
2023-08-17 16:38:44.195545,-33.0
2023-08-17 16:38:44.203234,-21.0
2023-08-17 16:38:44.210923,-2.0
2023-08-17 16:38:44.218612,21.0
2023-08-17 16:38:44.226301,47.0
2023-08-17 16:38:44.233989,69.0
2023-08-17 16:38:44.241678,81.0
2023-08-17 16:38:44.249367,93.0
2023-08-17 16:38:44.257056,112.0
2023-08-17 16:38:44.264745,114.0
2023-08-17 16:38:44.272434,88.0
2023-08-17 16:38:44.280123,62.0
2023-08-17 16:38:44.287812,33.0
2023-08-17 16:38:44.295501,-14.0
2023-08-17 16:38:44.303190,-57.0
2023-08-17 16:38:44.310879,-88.0
2023-08-17 16:38:44.318568,-117.0
2023-08-17 16:38:44.326257,-152.0
2023-08-17 16:38:44.333946,-167.0
2023-08-17 16:38:44.341634,-162.0
2023-08-17 16:38:44.349323,-162.0
2023-08-17 16:38:44.357012,-167.0
