time,ECG
2023-08-15 14:29:38.287585,-47.0
2023-08-15 14:29:38.295274,-28.0
2023-08-15 14:29:38.302964,-9.0
2023-08-15 14:29:38.310654,-7.0
2023-08-15 14:29:38.318343,11.0
2023-08-15 14:29:38.326033,35.0
2023-08-15 14:29:38.333722,47.0
2023-08-15 14:29:38.341412,57.0
2023-08-15 14:29:38.349101,64.0
2023-08-15 14:29:38.356791,88.0
2023-08-15 14:29:38.364481,124.0
2023-08-15 14:29:38.372170,129.0
2023-08-15 14:29:38.379860,129.0
2023-08-15 14:29:38.387549,141.0
2023-08-15 14:29:38.395239,146.0
2023-08-15 14:29:38.402929,139.0
2023-08-15 14:29:38.410618,122.0
2023-08-15 14:29:38.418308,100.0
2023-08-15 14:29:38.425997,86.0
2023-08-15 14:29:38.433687,81.0
2023-08-15 14:29:38.441376,64.0
2023-08-15 14:29:38.449066,21.0
2023-08-15 14:29:38.456756,-16.0
2023-08-15 14:29:38.464445,-45.0
2023-08-15 14:29:38.472135,-79.0
2023-08-15 14:29:38.479824,-91.0
2023-08-15 14:29:38.487514,-95.0
2023-08-15 14:29:38.495204,-122.0
2023-08-15 14:29:38.502893,-122.0
2023-08-15 14:29:38.510583,-115.0
2023-08-15 14:29:38.518272,-141.0
2023-08-15 14:29:38.525962,-143.0
2023-08-15 14:29:38.533651,-100.0
2023-08-15 14:29:38.541341,-83.0
2023-08-15 14:29:38.549031,-105.0
2023-08-15 14:29:38.556720,-105.0
2023-08-15 14:29:38.564410,-79.0
2023-08-15 14:29:38.572099,-86.0
2023-08-15 14:29:38.579789,-107.0
2023-08-15 14:29:38.587479,-93.0
2023-08-15 14:29:38.595168,-76.0
2023-08-15 14:29:38.602858,-88.0
2023-08-15 14:29:38.610547,-93.0
2023-08-15 14:29:38.618237,-76.0
2023-08-15 14:29:38.625926,-71.0
2023-08-15 14:29:38.633616,-88.0
2023-08-15 14:29:38.641306,-83.0
2023-08-15 14:29:38.648995,-64.0
2023-08-15 14:29:38.656685,-83.0
2023-08-15 14:29:38.664374,-112.0
2023-08-15 14:29:38.672064,-103.0
2023-08-15 14:29:38.679754,-91.0
2023-08-15 14:29:38.687443,-95.0
