ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;13681115389;-6.1;2;0.1;
1;13681365335;-6.2;1.9;0.1;
2;13681615281;-6.3;1.8;0.2;
3;13681873558;-6.4;0.1;0.1;
4;13682131835;-6.9;-1.9;0.3;
5;13682365118;-7.7;-3.9;0.5;
6;13682623395;-9.2;-14.1;0.5;
7;13682865009;-10.5;-19.9;1.2;
8;13683114955;-11.1;-18;2.4;
9;13683381564;-14.5;-20;2.9;
10;13683623178;-14.9;-18.9;3.6;
11;13683889787;-14;-17.6;3.1;
12;13684148064;-14;-17.5;2.9;
13;13684398010;-14.8;-3;2.2;
14;13684664619;-18.9;21.5;1.5;
15;13684914565;-17.7;14.1;0.8;
16;13685164510;-13.2;-21.2;0.2;
17;13685439451;-13.1;-24.1;0.2;
18;13685689396;-12;-25.4;-0.2;
19;13685939342;-10.2;-24.9;0.2;
20;13686205951;-9.4;-23.7;0.8;
21;13686455897;-9;-23.7;0.7;
22;13686714174;-8.9;-24.2;1.1;
23;13686955788;-8.7;-24.6;1.7;
24;13687205734;-7.6;-25.6;1.7;
25;13687480674;-6.6;-25;1.6;
26;13687738952;-6.9;-24.8;1.7;
27;13687980566;-6.2;-25.4;2;
28;13688247175;-4.4;-42.1;5.4;
29;13688505452;-1.9;-49.6;7.2;
30;13688755398;2.3;-52.6;5.3;
31;13689022006;3;-54.1;4.1;
32;13689271952;-1.3;-60.8;6.1;
33;13689521898;-8.2;-65.5;5.7;
34;13689780175;-13.3;-70.3;10.4;
35;13690030121;-4.3;-72;5.4;
36;13690288398;8.3;-70.8;-6.8;
37;13690546676;-2.1;-78;-2.6;
38;13690796621;-29.2;-78.5;18.4;
39;13691054899;-21.6;-72.2;8.4;
40;13691304794;-20.6;-66.2;7.2;
41;13691571378;-24.3;-67.1;10.6;
42;13691812992;-27.9;-67.6;13.6;
43;13692079601;-24.7;-60.6;8.5;
44;13692329547;-14.4;-30.2;-2.7;
45;13692587824;-13.5;-0.9;-7.1;
46;13692837770;-15.6;23.6;-6.5;
47;13693087716;-19.1;40.8;-2.6;
48;13693354324;-16.1;44.5;4.1;
49;13693612602;-10.3;54.3;8.2;
50;13693854241;-8.1;66.9;7.8;
51;13694112518;-6.3;69.8;11.5;
52;13694379127;3.2;72.8;19.5;
53;13694629073;7.7;71.8;23.7;
54;13694879019;6.9;71.7;21.6;
55;13695145627;3.1;72.5;17.1;
56;13695387242;-124.6;86.8;-112.4;
57;13695645519;-61.6;83;-50.2;
58;13695912128;-12.6;35.6;-6.3;
59;13696170405;-10.6;18.8;-4.8;
60;13696420351;-10.9;4.9;-3.9;
61;13696686959;-10.1;3.8;-4.7;
62;13696936905;-11;-11.8;-3.1;
63;13697186851;-12.6;-16.2;0;
64;13697445128;-14.9;-9.7;-3.2;
65;13697703405;-13.7;-5.8;-7.1;
66;13697953351;-13.9;-8.3;-6;
67;13698211629;-14.2;-3.5;-6.8;
68;13698461574;-14.3;-12.9;-5.7;
69;13698719852;-13.7;-24.6;-3.4;
70;13698969797;-13.7;-43.6;-2.8;
71;13699244738;-14.2;-58.8;-0.8;
72;13699478020;-11.9;-62;-4;
73;13699744629;-10.1;-53;-8.7;
74;13700011238;-9.2;-46.9;-10.8;
75;13700244521;-9.3;-47.7;-10.3;
76;13700494466;-11;-48.6;-7.3;
77;13700769407;-11.5;-48;-6.3;
78;13701027684;-12;-46.7;-5.8;
79;13701285961;-11.8;-46;-5.8;
80;13701527575;-10.9;-43.7;-6.2;
81;13701794184;-10.2;-37.8;-6.6;
82;13702027467;-15.4;-15.3;-0.6;
83;13702302407;-17.2;3.2;1.6;
84;13702552353;-17.4;12.9;2.1;
85;13702802299;-17.3;17.9;2.9;
86;13703060576;-15.7;22.3;2.7;
87;13703327185;-12.8;18.6;3.4;
88;13703577131;-9.3;6.8;1.2;
89;13703827076;-9.3;-16.5;-0.4;
90;13704085354;-10.9;-54.8;-0.6;
91;13704351962;-12.4;-73.4;0.5;
92;13704593577;-37.2;-86.3;23.5;
93;13704843522;174.6;-81.5;169.4;
94;13705110131;173.4;-75.6;168.8;
95;13705360077;172.6;-76.6;170.2;
96;13705618354;178.2;-78.3;168.1;
97;13705876632;-155.5;-85.8;144.1;
98;13706134909;-11.5;-76.8;0.1;
99;13706393186;-4.1;-54.1;-8.7;
100;13706643132;-6.2;-35.2;-7.8;
101;13706893078;-8;-19.7;-6.8;
102;13707151355;-10.3;-15.9;-5.2;
103;13707401301;-11.2;-10.2;-3.3;
104;13707659578;-12.5;-3.9;-4.6;
105;13707917855;-12.1;-0.2;-1.8;
106;13708176132;-13.8;-3.2;-1.2;
107;13708409415;-11.3;-4.2;-2.2;
108;13708684355;-13.1;-4.5;-0.9;
109;13708934301;-12.9;-0.4;-2;
110;13709200910;-13.1;-0.6;-1.5;
111;13709450781;-12.7;-3;-1.2;
112;13709700726;-11.6;-2.8;-1;
113;13709959004;-10.9;-2.8;-0.8;
114;13710225613;-11.3;-2.8;-1;
115;13710475558;-10.5;-2.7;-0.9;
116;13710742167;-11;-0.3;0;
