ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;438152543177;-8.8;-1;1.8;
1;438169439560;-8.8;-0.9;1.7;
2;438169697837;-8.9;-0.7;1.8;
3;438169955839;-9;-0.8;1.8;
4;438170205960;-9.1;-1;1.9;
5;438170455906;-9;-1;1.9;
6;438170689114;-8.9;-1.1;2;
7;438170955647;-8.5;-1.6;2.1;
8;438171214000;-8.4;-1.4;2.1;
9;438171463945;-7.3;-2.1;2.5;
10;438171722248;-5.4;-10.7;3.9;
11;438171972193;-4.7;-26.4;6;
12;438172230471;-5.1;-37.7;7.2;
13;438172488773;-7.4;-47.3;9.4;
14;438172755382;-11.4;-60.8;13.2;
15;438172996996;-14.7;-75.5;15.9;
16;438173255373;-72.2;-87;73.7;
17;438173505344;-157.6;-82;157.3;
18;438173763621;-166.5;-73.3;166;
19;438174021899;-169.4;-69;168.7;
20;438174271794;-172.1;-64.6;172;
21;438174530072;-172.3;-61.9;172.6;
22;438174788349;-171.4;-61.4;172.1;
23;438175038295;-168;-65.8;168.7;
24;438175296572;-167.9;-62.1;167.9;
25;438175554749;-176.9;-38.2;176.1;
26;438175804745;-174.1;-19.3;175.2;
27;438176063122;-173.8;-7.3;175.7;
28;438176321374;-174.9;5.4;175.3;
29;438176571320;-177.5;9.6;175.8;
30;438176829622;-179.2;15.2;174.9;
31;438177087900;-177.9;20.8;175.8;
32;438177337846;-177.2;25.3;175.8;
33;438177596123;-177.9;28.7;173.6;
34;438177837737;-178;27.4;173.3;
35;438178096014;-178.6;21.9;172.2;
36;438178362623;-177.9;15;170.7;
37;438178620900;-177.9;6.5;170;
38;438178870846;-177.4;-2.5;171.3;
39;438179129123;-177;-12.8;171.2;
40;438179387351;-175;-20.6;170.1;
41;438179637296;-171;-31.4;166.4;
42;438179895549;-168.7;-35.4;166.1;
43;438180153826;-167.3;-34;166.3;
44;438180412103;-170.1;-22.7;168.8;
45;438180661899;-174.2;-2.8;170.8;
46;438180903488;-177.8;7.9;168.9;
47;438181170147;179.6;19.7;167.5;
48;438181420118;175.7;31.1;166.5;
49;438181670064;173.6;40.7;165.7;
50;438181928341;171.5;48;165.2;
51;438182186693;172;48.6;167.1;
52;438182445045;173.7;50;168.5;
53;438182703323;173.5;49.9;167.1;
54;438182961600;175.2;45;168.3;
55;438183211546;179.9;32.7;174;
56;438183469823;-179.7;29.4;175.4;
57;438183728100;-177.9;27.3;178;
58;438183978046;-177.6;19.5;177.7;
59;438184244655;-178.6;13.1;176.3;
60;438184494600;-178.3;11;176.7;
61;438184752878;-178.7;11.9;176.3;
62;438185002799;-178.5;13.1;176.1;
63;438185260826;-177.3;15;176.3;
64;438185519153;-178;17.1;175.7;
65;438185777380;-179.6;18.4;175.7;
66;438186027426;177.2;15;174.1;
67;438186277372;175;13;173.2;
68;438186535649;173.7;16.8;172.4;
69;438186793926;173.2;22.4;171.7;
70;438187052129;172.2;31.3;171.3;
71;438187302099;170.4;41.7;170.2;
72;438187560402;168;47;168;
73;438187818679;168.2;53.5;168.2;
74;438188068625;158.3;74.5;157.1;
75;438188327002;16.6;72.6;14;
76;438188585329;16.9;65.2;13.2;
77;438188835275;12.5;60;8.6;
78;438189101884;11.1;58;8.5;
79;438189343498;12.1;62.6;10.3;
80;438189601775;48.3;80.7;46.9;
81;438189851721;142.6;78.3;140.9;
82;438190109998;162;69.5;160.5;
83;438190376607;171.1;58;169.1;
84;438190634884;174.7;46;172.2;
85;438190893162;176.5;32.1;173.7;
86;438191143107;178.4;19.1;174.6;
87;438191401385;179.7;6.9;175.9;
88;438191651355;178.4;-6.1;179.5;
89;438191909633;177;-21;-179;
90;438192176242;174.9;-34.6;-179.4;
91;438192426187;179.9;-46.3;176.3;
92;438192676133;178.1;-64.9;179.3;
93;438192926079;175.8;-82.8;-178.9;
94;438193192538;4.9;-76.5;-10.7;
95;438193442533;2.7;-61.5;-10.1;
96;438193700761;2;-51.3;-9.5;
97;438193959038;0.8;-39.9;-6.8;
98;438194217340;-0.4;-34.9;-3.3;
99;438194475617;1.4;-28.3;-1.9;
100;438194733895;4.1;-20;-3.2;
101;438194983840;1.8;-13.7;-0.7;
102;438195242118;-2;-10.3;2.4;
103;438195492063;-0.3;-12.3;2.4;
104;438195750091;-3.2;-18.7;3;
105;438196000262;-2.4;-28.2;3.9;
106;438196250257;-2.8;-36.7;5.8;
107;438196491871;-9.6;-48.1;11.6;
108;438196766837;-36.2;-60.2;23.8;
109;438197025164;-64.1;-70.3;43.9;
110;438197283366;-107.3;-76.2;70.6;
111;438197516699;-150.4;-75.2;110;
112;438197783308;-170.4;-70.6;133.4;
113;438198049917;-178.8;-52.7;153.7;
114;438198299862;-174.3;-34.9;162.4;
115;438198541477;-173.8;-26.9;167.5;
116;438198799754;-174.2;-12.3;168.4;
117;438199066363;-171.7;-5.4;167;
118;438199307977;-170.9;-7.3;167.3;
