ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;593346969461;2.9;-0.9;-2.2;
1;593347227739;3.4;-1.5;-1.7;
2;593347477685;3.6;-1;-2.2;
3;593347735962;3.6;-1.2;-2;
4;593347977576;3.7;-1;-2.1;
5;593348235853;3.7;-0.7;-2.3;
6;593348469136;3.3;-0.8;-2.3;
7;593348735745;3;-0.9;-2.5;
8;593348994022;3.1;-1.3;-1.2;
9;593349243968;3.2;-1.2;0.6;
10;593349502245;4.8;0.4;-0.1;
11;593349768854;5.2;-0.2;-0.7;
12;593350018800;5.2;-0.1;-2.7;
13;593350260414;5.7;1.9;-4.1;
14;593350518691;5.6;0.5;-3.3;
15;593350776968;5.5;-0.8;-2.5;
16;593351043577;8.5;4;-3;
17;593351293523;10.5;10.6;-4;
18;593351543469;7.6;13;-3.3;
19;593351793414;4.8;18.6;-3.5;
20;593352051692;2.8;24.8;-4;
21;593352309969;1;26.6;-3.9;
22;593352568246;0;22.7;-3.6;
23;593352818192;-0.5;13.3;-2.1;
24;593353076469;-0.3;6.6;0;
25;593353334747;0.1;5.4;0.6;
26;593353601355;0.3;4.3;-0.1;
27;593353842970;0.8;3;-0.2;
28;593354101247;1.4;2;-0.4;
29;593354367856;1.5;-0.2;0.2;
30;593354601138;1.1;-1.2;-0.4;
31;593354859416;-0.8;-2.1;-2.4;
32;593355126024;-1.7;-8.7;-1;
33;593355375970;-2.1;-17.2;-1.9;
34;593355634247;-3;-27.2;-1.2;
35;593355884193;-3.7;-40;-0.4;
36;593356142471;-4.1;-49.8;-1.1;
37;593356400748;-6.2;-55.7;-0.6;
38;593356667357;-6.2;-57.6;-0.8;
39;593356917302;-5.5;-60.5;-1.5;
40;593357167248;-8.2;-66.6;2.1;
41;593357417194;-6.2;-68.2;0.3;
42;593357675471;-2.9;-74.4;-4.5;
43;593357942080;1.2;-88.1;-11;
44;593358183694;164.2;-82.1;-177.3;
45;593358441971;165.2;-76.2;-179.4;
46;593358700249;163.7;-71.2;-177.9;
47;593358950194;161.9;-67.8;-176.8;
48;593359208472;161.1;-61.2;-179.2;
49;593359466749;159.1;-57.4;-178.7;
50;593359725026;159.3;-53.4;-179;
51;593359999967;160.3;-49.4;-178.2;
52;593360258244;162.3;-43.8;-176.9;
53;593360508190;163.9;-38.6;-176.7;
54;593360758135;164.1;-35.3;-176.6;
55;593361008081;165.9;-33;-177.4;
56;593361266358;168.2;-28.8;-179.1;
57;593361516304;168.5;-26.3;-179.1;
58;593361774581;167.8;-22.9;-178.7;
59;593362032859;168.1;-19.6;-178.6;
60;593362274473;168.6;-17.8;-178.8;
61;593362549413;167.7;-16.8;-178.1;
62;593362799359;166.4;-17.2;-177.7;
63;593363057636;166.1;-16.7;-177.6;
64;593363315914;164.3;-13;-178.9;
65;593363557528;162.7;-7.4;-178.9;
66;593363824137;160.6;-5.3;-177.5;
67;593364074082;160.8;-0.6;-177.8;
68;593364324028;161.1;4.2;-177.9;
69;593364582305;161.5;8.1;-177.6;
70;593364848914;161.3;11.2;-177.3;
71;593365098860;161.5;15.3;-178;
72;593365348806;161;19.6;-178.2;
73;593365598751;160.8;23.2;-177.5;
74;593365848697;159.3;27.4;-177;
75;593366115306;155.8;33.7;-177.4;
76;593366381915;152.4;41.9;-179.2;
77;593366615197;152.9;48.1;178.5;
78;593366881806;148.9;60.4;172.3;
79;593367140083;147.7;66.8;168;
80;593367406692;146.2;69.4;165.4;
81;593367648307;145;71.9;163.1;
82;593367906584;145.2;73.7;161.1;
83;593368148198;149.3;73.4;164.1;
84;593368414807;153.1;74.2;167.2;
85;593368673084;159.7;75.4;171.6;
86;593368923030;167;73.2;176.3;
87;593369181307;169.9;73;179.5;
88;593369439584;168.7;75.1;178.9;
89;593369689530;167;78.6;177.5;
90;593369947807;137.3;83.8;148.7;
91;593370206110;74.5;87.3;87.2;
92;593370456055;23;85.8;36.8;
93;593370714333;10.6;85.1;23.7;
94;593370964278;10.7;85.6;23.5;
95;593371222581;9.9;84.7;22.2;
96;593371480858;-0.7;79.4;11.1;
97;593371739135;-4.5;69.3;5.9;
98;593371989081;-5;69.4;4.6;
99;593372247358;-3.9;70.2;5.6;
100;593372505636;3.5;72.9;10;
101;593372755581;2.5;76.9;4.1;
102;593373022190;-179.6;81.6;177.6;
103;593373272136;-177.1;64.8;-177.6;
104;593373522082;-168.8;52.4;-169;
105;593373788690;-164.2;52.6;-166.7;
106;593374038636;-163.7;61;-161.9;
107;593374288582;-160.1;71.4;-157.3;
108;593374546859;-158;74.6;-155.8;
109;593374805137;-155.9;74.3;-155.2;
110;593375055082;-146.3;80.1;-145.8;
111;593375313310;-22;79.5;-18.7;
112;593375579918;-7.6;69.4;-2;
