ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;439663128458;-2.1;2.4;-0.8;
1;439664453171;-2;2.4;-0.9;
2;439664711448;-2;2.5;-0.9;
3;439664969725;-1.8;2.6;-0.9;
4;439665219671;-0.1;3.6;-1.6;
5;439665452954;1.2;5.2;-1.6;
6;439665694593;0.9;3.5;-1.5;
7;439665977965;-0.4;2;-1.2;
8;439666236192;-1.3;0;-1.2;
9;439666477681;-1.7;0.4;-1.2;
10;439666736159;-2.1;0.6;-1.3;
11;439666994286;-2.1;1.5;-1.3;
12;439667252563;-2;2.6;-1.1;
13;439667502534;-1.8;2.7;-1.4;
14;439667769018;-2.6;3.3;-1.5;
15;439668010632;-3.2;3.5;-1.1;
16;439668268934;-2.8;5.5;-1.1;
17;439668518930;-1.2;10.8;-1.7;
18;439668777232;-1.8;18.2;-1.8;
19;439669035560;-2.6;23;-2.1;
20;439669293787;-2.4;27.5;-1.7;
21;439669552064;-2.4;27.6;-1.7;
22;439669810341;-4.4;26.8;-3;
23;439670060287;-5.5;26.5;-4;
24;439670310133;-5.7;23.8;-2.9;
25;439670576742;-6.3;23.2;-3.7;
26;439670835194;-6.3;22.6;-4.2;
27;439671076833;-5.1;21;-3.2;
28;439671318422;-4.2;17.6;-1.6;
29;439671593138;-3.5;16.6;-0.6;
30;439671834627;-3.2;16.7;-0.8;
31;439672109592;-3.6;16.3;-1.1;
32;439672351107;-2.7;15.8;-0.4;
33;439672609409;-2.6;15.7;-0.4;
34;439672876018;-2.9;15.8;-0.6;
35;439673125963;-3.3;16.4;-0.9;
36;439673384241;-3.6;16.2;-0.8;
37;439673634186;-3.7;16.1;-0.8;
38;439673892639;-3.8;15.8;-0.7;
39;439674142634;-4.1;15.9;-0.8;
40;439674392580;-4.7;16.1;-0.8;
41;439674650857;-4.6;16.4;-0.8;
42;439674892472;-4.7;18.9;-0.5;
43;439675175743;-5.3;20.4;-0.6;
44;439675417358;-8;24.7;-1;
45;439675675635;-10.4;28.8;-1.7;
46;439675917174;-9;29.6;-0.7;
47;439676183908;-8.4;30.5;0.7;
48;439676442185;2;35.4;-0.8;
49;439676708794;6.7;42.7;-2.9;
50;439676950458;5.1;47.3;-3.6;
51;439677208736;2.9;50.3;-3.6;
52;439677483726;0.5;47.3;-1.8;
53;439677741978;-0.8;44.9;-0.9;
54;439677983592;-1.9;45.4;-1.5;
55;439678225282;-2.7;42.5;-1.2;
56;439678483584;-3.5;33.6;-0.3;
57;439678725198;-3.5;27.6;1.1;
58;439678991657;-3.2;23.5;2;
59;439679249934;-4.2;21.1;2.3;
60;439679508112;-5.6;18.1;2.9;
61;439679749726;-6.8;15.5;3.1;
62;439680008103;-6.9;15.3;2.6;
63;439680274537;-6.8;14.6;3.2;
64;439680516126;-6.5;14.1;3.7;
65;439680791066;-6.7;14.7;3.5;
66;439681041062;-6.5;14.6;3.2;
67;439681291233;-6.1;15.6;3.3;
68;439681549460;-5.7;15.3;3.3;
69;439681807637;-5.6;15.4;3.3;
70;439682057633;-5.2;15.6;3.1;
71;439682316160;-5.2;15.7;3;
72;439682574263;-5.2;15.6;3.2;
73;439682824208;-4.3;15.9;3;
74;439683090817;-3.9;17.1;3.8;
75;439683349095;-3.7;16.8;3.8;
76;439683607272;-3.7;16.9;3.7;
77;439683857193;-4.1;16.2;3.5;
78;439684115470;-4;16;3.6;
79;439684382079;-4.5;15.6;3.3;
80;439684615361;-4.5;15.8;3.2;
81;439684881970;-4.7;15.8;3.1;
82;439685140247;-4.9;15.8;3.1;
83;439685390193;-5.2;15.8;3.2;
84;439685648470;-5.4;15.8;3.1;
85;439685915079;-5.4;15.7;3.1;
86;439686156693;-5.4;15.2;3.1;
87;439686414971;-5.1;11.2;2.8;
88;439686664916;-4.1;4.7;2.1;
89;439686914912;-3.8;-1.5;1.8;
90;439687181546;-4.1;-3.5;2.9;
91;439687448155;-4.4;-3.1;2.1;
92;439687681438;-4.6;-3;2;
93;439687948046;-5;-2.3;1.7;
94;439688206324;-5.2;-2.3;1.7;
95;439688456269;-5.4;-2.3;1.6;
96;439688714547;-5.6;-2.6;1.3;
97;439688964492;-5.7;-2.4;1.2;
98;439689222770;-5.7;-2.5;1.2;
99;439689481047;-6;-2.5;1.1;
100;439689747656;-6.1;-2.7;1.1;
101;439689997651;-6.2;-3.1;1.1;
102;439690255904;-6.5;-3;1.2;
103;439690497518;-6.5;-3;1.2;
104;439690764127;-6.6;-3;1.2;
105;439691022404;-6.6;-2.9;1.3;
106;439691272350;-6.5;-2.5;1.2;
107;439691530402;-6.7;-2.2;1;
108;439691788904;-5.4;-0.9;1;
109;439692038875;-5.8;0.5;0.8;
110;439692297202;-5.7;1.8;0.5;
111;439692555480;-5.8;5.4;0;
112;439692796994;-6;5.5;-0.6;
113;439693055096;-6.1;5.4;-0.6;
