ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;5447931366;2.5;0.6;9.6;
1;5448189644;3.3;1.2;9.3;
2;5448447921;3.6;9.7;4.2;
3;5448706198;-3.8;2.9;-9.5;
4;5448956144;-4.8;3;-9.9;
5;5449206090;-4.8;6.1;-9.8;
6;5449464367;-5.4;9.4;-9.6;
7;5449722644;-10.4;22;-11.4;
8;5449980921;-12.4;28.6;-12.5;
9;5450230867;-12.4;28.9;-12.7;
10;5450489144;-12.3;36.5;-13.4;
11;5450747422;-11.8;40.5;-12.9;
12;5450997367;-14.7;43.4;-13.5;
13;5451255645;-19;47.7;-15.4;
14;5451513922;-22.4;54.5;-17.9;
15;5451763868;-27.4;62.5;-22.1;
16;5452022145;-37.8;70.8;-31.7;
17;5452280422;-56.2;77.4;-49.1;
18;5452530368;-84;81.1;-76.7;
19;5452788645;-116.9;81.3;-109.7;
20;5453046923;-146.3;77.1;-140.3;
21;5453305200;-156.4;73.1;-149.5;
22;5453555146;-157.8;72.4;-150.9;
23;5453813423;-131.1;80.2;-125.2;
24;5454063369;-36.6;74.7;-31.1;
25;5454321646;-18.8;57.3;-14.7;
26;5454579923;-12.2;36.5;-9.4;
27;5454829869;-9.9;16.8;-6.7;
28;5455088146;-8.4;0.4;-6.4;
29;5455346424;-6.5;-15.9;-7.4;
30;5455596369;-5.1;-31.5;-9;
31;5455854647;-1.7;-46.3;-10.8;
32;5456112924;4.2;-61.9;-14.3;
33;5456362870;15.8;-74.2;-24.7;
34;5456621147;57.2;-81.5;-65.5;
35;5456879424;127.5;-79.5;-135.3;
36;5457129370;160.6;-67.2;-167.9;
37;5457387647;164.1;-61.6;-170.9;
38;5457645924;164.4;-56.3;-169;
39;5457895870;166.2;-57.2;-168.5;
40;5458154147;167.9;-49.9;-169.6;
41;5458412425;169.2;-43.2;-169.9;
42;5458662370;172.3;-39.7;-170.6;
43;5458920648;177.1;-34.2;-176.1;
44;5459178925;177.4;-21.2;-177.3;
45;5459428871;176.5;-13;-175.4;
46;5459687148;175.2;-7.5;-172.9;
47;5459945425;174.3;-1.2;-172.1;
48;5460195371;175.1;5;-172.5;
49;5460453648;175.8;15.1;-175.4;
50;5460711926;175.4;23.8;-178.6;
51;5460961871;174.6;31.5;180;
52;5461220149;174.9;40.3;-179.6;
53;5461478426;176.5;48.3;-178.2;
54;5461728372;178.1;54.3;-176.8;
55;5461986649;179.9;59.6;-174.4;
56;5462244926;-171.4;74.3;-164.8;
57;5462494872;-41.6;82.8;-33.9;
58;5462753149;-24.9;77.3;-17.9;
59;5463003095;-33.5;80.6;-27.2;
60;5463261372;-59.3;84.1;-53.5;
61;5463519650;-64.6;84.9;-59.2;
62;5463777927;-74;85.9;-68.2;
63;5464027873;-134.1;85.5;-128.5;
64;5464286150;-170;78.8;-164.8;
65;5464544427;-178;65.1;-173.2;
66;5464794373;-179.8;47;-175.5;
67;5465052650;178.4;35.3;-176.8;
68;5465310927;175.6;25.8;-178.5;
69;5465560873;172.4;11.9;-179.7;
70;5465819150;169.8;-1.6;-177.8;
71;5466069096;168;-13.1;-174.9;
72;5466327373;169.6;-23.3;-174.9;
73;5466585651;170.3;-28.3;-177.2;
74;5466835596;171.3;-33.4;179.9;
75;5467093874;171.7;-39.3;177.6;
76;5467352151;174.5;-46.6;174.7;
77;5467602097;175.3;-51.8;175.9;
78;5467860374;176.6;-55.2;174.8;
79;5468118651;179;-59.4;172;
80;5468368597;-178.8;-66.8;169.8;
81;5468635206;-172.4;-74.1;163.2;
82;5468893483;-162;-79.3;153.7;
83;5469151760;-149;-83.6;142.1;
84;5469401706;-33.8;-86.4;27.7;
85;5469659983;-6.2;-82.7;-1.6;
86;5469918261;-6.2;-78.5;-3.3;
87;5470168206;-6.9;-71.6;-4.3;
88;5470426484;-12.3;-64.7;1.4;
89;5470684761;-11.6;-55.3;1;
90;5470934707;-12.5;-47.7;2.2;
91;5471192984;-9.8;-41;-1.2;
92;5471451261;-6.4;-35.8;-5.5;
93;5471701207;-3.8;-29.5;-6.8;
94;5471959484;-5.1;-23.9;-4.8;
95;5472217762;-7.1;-16.9;-2.6;
96;5472467707;-8.3;-5.2;-1.4;
97;5472725985;-8.6;2.8;-1.6;
98;5472984262;-7.9;9.1;-1.9;
99;5473234208;-7.5;15.4;-4.4;
100;5473492485;-7.8;24.8;-5.3;
101;5473750762;-8.1;31.8;-2.4;
102;5474000708;-9.1;41.9;-1;
103;5474259010;-10.6;50.9;-1.7;
104;5474517288;-11.2;58.6;-2.8;
105;5474767233;-11.5;67.8;-5;
106;5475025511;-12.4;73.4;-6.7;
107;5475283788;-12.9;77.8;-6.9;
108;5475533734;-7.6;78.9;-1.6;
109;5475792011;0.9;72.6;7;
110;5476050238;2.6;48.4;7.4;
111;5476300184;0.8;36.9;5.1;
112;5476558461;-1.3;31.7;3.2;
113;5476816738;-2;28.6;1.6;
114;5477066684;-3;21.3;0.3;
115;5477324886;-4.5;14.7;-1;
116;5477574932;-5.1;8.1;-2;
