ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;79686212500;14.8;-6.1;-2.3;
1;79686470777;14.9;-5.8;-2.4;
2;79686720723;15.5;-5.3;-2.4;
3;79686970569;15;-5.8;-2.4;
4;79687228771;14.7;-6.2;-2.8;
5;79687495380;14.3;-6.4;-2.6;
6;79687745326;13.8;-7.6;-3;
7;79687995271;13.1;-8.5;-3.6;
8;79688253549;6.3;-6.3;-3.9;
9;79688503519;-4.3;-7.3;-3.5;
10;79688761822;-9;-6.1;-4.2;
11;79689020099;-6.7;3.8;-6.7;
12;79689270045;-6.9;16.2;-8.1;
13;79689528322;-12.2;23.4;-11.6;
14;79689786599;-15.3;25.8;-10.1;
15;79690036570;-18.8;27.3;-11.1;
16;79690294847;-16.5;30.5;-12.1;
17;79690553125;-11.3;31.6;-9.9;
18;79690803070;-2.2;33.7;-8.1;
19;79691061348;1.2;35.9;-7.5;
20;79691319625;1.8;35.6;-7.3;
21;79691569571;2;35.7;-7.3;
22;79691827848;2.1;35.4;-6.9;
23;79692086125;2.7;35.8;-6.9;
24;79692336071;3.4;35.5;-6.6;
25;79692594348;3.3;24;-5.8;
26;79692852625;5.2;8.6;-3.6;
27;79693102571;6;3.7;-3;
28;79693360848;6.3;5.7;-2.8;
29;79693619126;6.1;6.5;-2.6;
30;79693869072;6.2;6.7;-3.1;
31;79694127349;6.7;5.8;-3.4;
32;79694377295;7.1;6.6;-3.6;
33;79694635572;7.1;7.2;-3.7;
34;79694893849;6.7;7.9;-4.1;
35;79695152126;7.3;7.2;-4.1;
36;79695402072;0.5;5.3;-4.2;
37;79695660349;-11.8;-1;-4.3;
38;79695918627;-13.1;-14.1;-5.8;
39;79696168572;-11.7;-22.6;-5.5;
40;79696426850;-13.5;-32.4;-4.2;
41;79696685152;-24.3;-32.9;-4;
42;79696935098;-33.6;-28.7;-5.3;
43;79697193425;-38;-23.7;-6.1;
44;79697460034;-37.9;-20.2;-5.9;
45;79697718311;-33.3;-15.2;-7.5;
46;79697968257;-32.8;-11.5;-6.3;
47;79698226609;-36.1;-3.2;-6.4;
48;79698476480;-36.3;11.3;-9.9;
49;79698734682;-33.9;22.3;-11.8;
50;79698992959;-34.4;29.7;-11.9;
51;79699242905;-32.4;33.1;-11.7;
52;79699501182;-28.8;33.4;-11.3;
53;79699759460;-25.1;33;-8.7;
54;79700009405;-25.8;32.3;-6.4;
55;79700267683;-33.8;31.1;-5.3;
56;79700525960;-37.4;33.5;-7.5;
57;79700775906;-35.3;33.6;-7.1;
58;79701034183;-21.4;31.2;-5.9;
59;79701292460;-6.8;28;-4.2;
60;79701542406;-0.1;22.5;-3.2;
61;79701800683;7.2;17.6;-2.8;
62;79702058961;11.7;13;-2.3;
63;79702308906;12.4;9.3;-1.9;
64;79702567184;11.8;8.8;-1.9;
65;79702825461;9.4;14.9;-1.8;
66;79703075407;9.9;14.8;-2.1;
67;79703333684;8.8;15.8;-2.2;
68;79703591961;7.9;15.8;-2.4;
69;79703841907;7.6;15.7;-2.2;
70;79704100184;8;16.2;-2.2;
71;79704358461;8.4;16.5;-2.2;
72;79704608407;8.6;16.9;-2.3;
73;79704866685;9.9;20.4;-2.5;
74;79705124962;8.6;18.6;-2.3;
75;79705374908;7.6;15.4;-2.5;
76;79705633185;6.7;13;-2.3;
77;79705883131;4.8;11;-1.8;
78;79706141408;4.8;12;-2.2;
79;79706399685;4.7;12.1;-2.2;
80;79706657962;6.8;17;-2.4;
81;79706907908;6.5;17.5;-2;
82;79707166185;6.2;17.6;-2.1;
83;79707424463;6.4;17.6;-2;
84;79707674408;5.6;15.9;-2;
85;79707932686;4.8;15.6;-2;
86;79708182631;6.1;10;-1.9;
87;79708440909;6.4;-0.4;-2.3;
88;79708699186;6.2;-9.3;-3.1;
89;79708949132;9.1;-8.3;-3.1;
90;79709207409;9.2;-7.1;-2;
91;79709465686;9.5;-7.9;-1.6;
92;79709715632;8.4;-7;-1.7;
93;79709973909;7.7;-6.8;-2.2;
94;79710232187;7.5;-7;-2.5;
95;79710482132;7;-9.9;-3.3;
96;79710740410;3.7;-10.4;-4.9;
97;79710998712;-0.4;-5.6;-7.3;
98;79711248683;-0.2;-1.3;-8;
99;79711506960;-0.4;-2.7;-6.8;
100;79711765237;1.6;-8.4;-5.4;
101;79712015183;3.2;-22.9;-4.1;
102;79712273460;5.5;-32.5;-4.1;
103;79712531738;7.4;-29.1;-3.3;
104;79712781708;5.6;-29.8;-3.1;
105;79713039986;2.5;-36.3;-4.2;
106;79713298263;2.3;-46.6;-3.7;
107;79713548209;4.1;-49.6;-4.6;
108;79713806486;8.4;-43.2;-3.8;
109;79714064763;8.7;-40.7;-3.6;
110;79714314709;5.7;-48.2;-6.5;
111;79714573011;3.8;-62.8;-12.8;
112;79714831288;3.8;-69;-12.8;
113;79715081234;9.4;-76;-17.8;
