ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;11185921443;-5.5;2.5;2.3;
1;11186179720;-5.3;2.6;2.2;
2;11186437998;-5.4;2.6;2.1;
3;11186696275;-5.8;2.7;2.1;
4;11186946221;-7.7;3.8;2.5;
5;11187204498;-9.5;3.6;2.6;
6;11187437781;-9.1;3.4;2.8;
7;11187696058;-8.3;3.5;2.7;
8;11187962667;-8.4;3.2;2.6;
9;11188204281;-8.4;14.3;3.4;
10;11188470890;-7.9;42.7;2.5;
11;11188720836;-7.5;61.8;-0.1;
12;11188970806;-10.5;65.6;-0.7;
13;11189229084;-7.5;61.9;5;
14;11189470698;-8.2;57.7;4.3;
15;11189737307;-8.7;57.5;1.3;
16;11189978921;-9.1;58.6;-0.3;
17;11190245555;-9.7;58.5;-0.7;
18;11190512163;-9.8;56.1;0.6;
19;11190770441;-10.2;51.8;1.3;
20;11191003723;-11.1;42.3;1.1;
21;11191270332;-10.9;26.7;1.9;
22;11191528609;-10.6;6.5;1.6;
23;11191778555;-11.4;-11.4;1.9;
24;11192036832;-13.3;-30.4;2.8;
25;11192295110;-17.1;-46.4;6.3;
26;11192536749;-18.7;-50.6;7;
27;11192803358;-16.6;-51.6;5.6;
28;11193069967;-14.4;-52.5;4;
29;11193311581;-9.7;-57.5;5.6;
30;11193569858;-17.9;-67.4;12.5;
31;11193828135;-22.8;-65.8;14.9;
32;11194086413;-23.7;-64.9;14.7;
33;11194336358;-21.7;-63.8;13.2;
34;11194586304;-21.3;-63.3;13.2;
35;11194844581;-14.2;-51.3;7.7;
36;11195111115;-5.2;-29.7;1.6;
37;11195361061;-5.3;-12.5;0.1;
38;11195611007;-8.5;-4.3;-1.3;
39;11195877616;-11.7;-0.8;-0.1;
40;11196119230;-11.8;-0.8;1.9;
41;11196377507;-12.6;-0.5;2.8;
42;11196635784;-12.7;0.5;1;
43;11196894062;-12.6;2.7;0;
44;11197152339;-13.8;25.6;3.8;
45;11197402310;-17.2;35.1;4;
46;11197668918;-24.8;29.7;1.2;
47;11197910533;-30.8;15.2;0.9;
48;11198168810;-31.8;6.5;3;
49;11198418756;-31;5.4;3.7;
50;11198677033;-24;-2.1;3.1;
51;11198943642;-12.4;-6;3.7;
52;11199201919;-5.4;-4.9;2.8;
53;11199443533;-5.3;-3.5;2.1;
54;11199710142;-6.9;-2.4;1.3;
55;11199960088;-7.9;-0.5;0.6;
56;11200210034;-6.3;10.9;0.1;
57;11200468336;-7;7.9;-0.7;
58;11200734945;-7.2;6.9;-0.2;
59;11200976559;-7.1;9.4;0;
60;11201234836;-8.3;8.6;-0.2;
61;11201484782;-9.9;13.9;1.7;
62;11201751391;-11.8;29.8;5.9;
63;11202001336;-13.4;37.8;4.9;
64;11202259614;-15;38.8;4;
65;11202509559;-15.6;38.6;3.6;
66;11202776168;-15.9;39;2.8;
67;11203026114;-15.4;41;0.4;
68;11203276060;-15.4;41.9;-0.7;
69;11203526005;-15.3;42.3;-1.7;
70;11203792614;-14.5;41.6;-2.7;
71;11204042560;-14.3;30.7;-1;
72;11204300837;-16.5;17.7;-1.1;
73;11204550783;-16.8;13.2;-0.1;
74;11204809060;-19.6;-6.3;0;
75;11205067338;-22.4;-19.8;1.5;
76;11205325615;-24.7;-25.4;3.1;
77;11205575561;-23.5;-30.9;3.4;
78;11205825506;-21.3;-37;5.8;
79;11206083784;-23;-41.2;9.2;
80;11206342061;-21.3;-39.3;8.4;
81;11206583675;-18.6;-37.3;6.5;
82;11206850284;-17;-36.4;5;
83;11207108561;-15.8;-34.4;3.7;
84;11207366838;-14.3;-33.5;1.9;
85;11207616784;-13.6;-31.9;1;
86;11207875062;-13.7;-31.7;0.6;
87;11208133339;-12.9;-31.1;0.6;
88;11208383285;-12.5;-32.3;1;
89;11208649893;-12.6;-25.7;1.2;
90;11208891508;-12.7;-18.5;0.9;
91;11209158116;-12.9;-16.8;-0.2;
92;11209416394;-13;-16;-0.2;
93;11209683002;-13.1;-15.6;-0.4;
94;11209924617;-12.9;-17;-0.3;
95;11210174562;-12.2;-17.1;-0.5;
96;11210416177;-12;-18.9;-0.6;
97;11210699448;-14.1;-28.1;-1.2;
98;11210957726;-13.8;-30.6;0;
99;11211207672;-12.3;-14.5;1.6;
100;11211474280;-10.4;-3;2.2;
101;11211715895;-9.5;2.9;2.8;
102;11211974172;-8.1;2.3;2.8;
103;11212224118;-7.4;3;2.6;
104;11212482395;-7.8;3.5;2.6;
105;11212740672;-7.8;5.6;2.4;
106;11212998949;-7.4;7.5;2.2;
107;11213257227;-6.9;12.4;2.1;
108;11213507172;-7.1;10;1.7;
109;11213757118;-8.5;4.4;1.9;
110;11214007064;-8.1;0.5;3.1;
111;11214273673;-7.2;-0.2;3.3;
112;11214531950;-7.5;0.1;3.1;
113;11214781896;-7.2;-1.9;3;
114;11215048505;-7.8;-3.1;3.3;
115;11215298450;-8.3;-3.1;3.1;
116;11215548396;-8.2;-3;3;
