ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;929932640393;-1;0;-0.4;
1;929932890338;-0.9;-0.1;-0.4;
2;929933156947;-0.9;-0.1;-0.4;
3;929933406893;-1.3;0.1;-0.5;
4;929933665170;-1.8;0.2;-0.5;
5;929933915116;-1.9;0;-0.5;
6;929934165062;-1.7;-0.4;-0.3;
7;929934415007;-0.9;-1;0;
8;929934673285;-0.7;-1.9;-0.2;
9;929934923230;-4.4;-2.6;-0.5;
10;929935164845;-5.4;-5.1;-0.6;
11;929935423122;-4;-6;-0.8;
12;929935681399;-3.1;-2.4;-1.5;
13;929935939676;-3.4;-1.4;-1.3;
14;929936206285;-3.7;-2.3;-1.1;
15;929936464563;-3.8;-2.6;-0.9;
16;929936706177;-3.4;-3.5;-0.5;
17;929936964454;-2.9;-5.6;0;
18;929937222731;-2.1;-7.6;-0.1;
19;929937481009;-2.9;-12.7;1;
20;929937730954;-3.3;-23.1;3.6;
21;929937997563;-9.9;-40.6;3.8;
22;929938239177;-17.4;-61.3;6.6;
23;929938497455;-30.1;-77.3;18.4;
24;929938747400;-117.4;-84.6;105.7;
25;929938997346;-143.5;-76.2;131.9;
26;929939272286;-149.6;-75.7;135.5;
27;929939530564;-142;-77.3;127.1;
28;929939772178;-90.1;-78.4;76.8;
29;929940022124;-37.7;-65.2;28.6;
30;929940297064;-22.2;-47.2;14.8;
31;929940538678;-13.2;-22.4;7.2;
32;929940796956;-8.6;-0.9;2;
33;929941055233;-5.3;22.2;-3.1;
34;929941313510;-8.2;44.4;-12.5;
35;929941563456;-18.4;57.9;-23.1;
36;929941821733;-14.9;60.2;-18.6;
37;929942080010;-14.3;58.9;-18;
38;929942338288;-11.8;51.1;-14;
39;929942588233;-5.8;28.2;-6.3;
40;929942846511;-5.9;2;-5;
41;929943096456;-7.3;-15.1;-0.5;
42;929943354734;-6;-16.6;0.8;
43;929943604679;-5.7;-14.2;1.4;
44;929943862957;-5.8;-11.8;1.8;
45;929944112903;-5.8;-9.7;2.2;
46;929944371180;-6.1;-8.3;2.1;
47;929944637789;-6.2;-8.1;2.2;
48;929944896066;-6.4;-9.9;3.6;
49;929945137680;-7.2;-10.6;4.2;
50;929945412620;-12.4;-14.4;6.8;
51;929945654235;-15.8;-14.9;6.6;
52;929945912512;-18.1;-14.1;6.6;
53;929946170789;-20.9;-15;7.4;
54;929946420735;-21.7;-15.4;8;
55;929946687344;-21.2;-14.3;7;
56;929946937289;-21.5;-14.7;7.1;
57;929947178904;-21.3;-15;8.2;
58;929947445513;-21.8;-15.3;8.9;
59;929947703790;-22.2;-15.3;9.1;
60;929947962067;-22.3;-15.3;9.3;
61;929948212013;-22.4;-15.4;9.3;
62;929948470290;-22.4;-15.4;9.6;
63;929948736899;-22.4;-15.4;9.6;
64;929948978513;-21.2;-13.5;7.6;
65;929949245122;-17.9;-10;4.9;
66;929949486736;-16.1;-6;2.9;
67;929949753345;-14.9;-2.6;0;
68;929950003291;-13.1;-0.9;-1;
69;929950261568;-12.2;0;-1.6;
70;929950511514;-11;1.1;-1.8;
71;929950769791;-10.6;2.1;-2.1;
72;929951036400;-9.5;8.3;-2.8;
73;929951278014;-9.3;13.4;-4.2;
74;929951519628;-8.8;12.2;-4.3;
75;929951802900;-8.5;12.6;-4.9;
76;929952044514;-8.1;7;-3.6;
77;929952302792;-8;-4.9;-1.7;
78;929952552737;-8.7;-9.3;-0.2;
79;929952811015;-9;-8.5;0;
80;929953052629;-9;-8.8;0;
81;929953327569;-8.7;-8.1;-0.6;
82;929953585846;-8.3;-6.6;-1.1;
83;929953844124;-8.6;-6.8;-1.2;
84;929954102401;-8.6;-6.8;-1.3;
85;929954352347;-8.6;-7;-1.1;
86;929954610624;-8.4;-6.8;-1.4;
87;929954860570;-8.1;-6.8;-1.5;
88;929955110516;-7.9;-6.6;-1.7;
89;929955368793;-7.8;-6.5;-1.8;
90;929955635402;-7.6;-6;-1.9;
91;929955877016;-7.4;-5.4;-2.2;
92;929956135293;-7.3;-5.3;-2.3;
93;929956385239;-7.2;-5.4;-2.3;
94;929956643516;-7;-5.6;-2;
95;929956901793;-6.9;-5.4;-2.1;
96;929957151739;-7.1;-6.5;-1.7;
97;929957410016;-7.9;-10.3;-0.9;
98;929957668294;-8;-16.7;-0.2;
99;929957918239;-7.9;-22.2;-0.1;
100;929958159854;-7.9;-28.5;1.7;
101;929958426462;-8.1;-33;2.2;
102;929958684740;-9.1;-35.6;2.9;
103;929958951349;-8.4;-31.6;1.9;
104;929959192963;-7.2;-24.7;0.2;
105;929959451240;-6;-12.7;-2.6;
106;929959717849;-7.2;-0.2;-5.3;
107;929959959463;-9.6;10.5;-7.2;
108;929960209409;-10.2;17.9;-8.5;
109;929960467686;-9.5;19.1;-7;
110;929960734295;-8.5;17;-5.5;
111;929960984241;-7.6;13.7;-4.2;
112;929961242518;-7.6;8.3;-3.6;
113;929961500795;-7.8;6.4;-3.2;
114;929961759072;-8.1;6.4;-3.3;
115;929962009018;-8.1;6.4;-3.3;
116;929962267295;-8.4;6.3;-3.3;
