ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;606402396823;-4.6;1.4;-3.3;
1;606402655125;-4.7;1.7;-3.4;
2;606402905071;-4.5;3.1;-3.6;
3;606403163373;-4.4;2.7;-3.6;
4;606403413294;-4.5;2.6;-3.4;
5;606403646502;-4.4;2.5;-3.6;
6;606403913110;-5.2;0.1;-3.4;
7;606404146393;-7.9;-6.3;-3.6;
8;606404421359;-11.9;-14.9;-2.8;
9;606404671304;-10.7;-18.7;-2.9;
10;606404937988;-10.8;-20.3;-3.3;
11;606405187934;-9.4;-20.8;-4.5;
12;606405437880;-6.2;-18.6;-8.6;
13;606405687825;-9.3;-19.9;-6.6;
14;606405954484;-15.3;-25.7;2.6;
15;606406204555;-14.6;-28.6;3.8;
16;606406471089;-14.1;-27.7;2.1;
17;606406712603;-19.2;-36;4.9;
18;606406987593;-21;-65.8;11.4;
19;606407245695;-62.8;-84.5;56.2;
20;606407470747;-163.9;-84.6;159.2;
21;606407745712;-177.8;-84.7;176.5;
22;606408003989;179.5;-77.7;179.6;
23;606408262167;179.5;-69.2;-178.1;
24;606408512112;174.8;-64.9;-170.8;
25;606408770265;175.7;-61.8;-166.6;
26;606409020410;178.9;-57.8;-169;
27;606409286969;177;-47.1;-174.4;
28;606409536915;-176.8;-33.9;-178.7;
29;606409795192;-174.1;-20.2;179.1;
30;606410045138;-173.7;-1.2;179.5;
31;606410295009;-178.8;11.4;-178.3;
32;606410544954;-179.3;17.2;-178.6;
33;606410811563;179.4;23.8;179.8;
34;606411069915;-178.3;25.9;-179.1;
35;606411328193;-178.8;30.3;-176.8;
36;606411578138;179.7;38.7;-177.8;
37;606411844747;171.6;48.2;-178.5;
38;606412086362;176.7;50.5;-173.4;
39;606412336307;177.8;56.7;-174;
40;606412594585;168.7;74.3;177.1;
41;606412844555;-21.8;78.1;-5.2;
42;606413111164;-22.7;58.7;-2.2;
43;606413377773;-15.1;43.8;3.1;
44;606413619387;-13.6;36.3;4.8;
45;606413877664;-13.6;35.1;2.9;
46;606414135942;-16.7;38.6;-1.6;
47;606414377556;-23.7;45.7;-9.8;
48;606414644165;-20.5;48.5;-8.9;
49;606414902442;-16;47.1;-2.6;
50;606415160794;-15.6;40.8;0;
51;606415402458;-16.8;37.7;0.4;
52;606415669092;-16.3;27.7;1.1;
53;606415919013;-12.8;3.5;2.8;
54;606416177215;-11.5;-11.8;3.3;
55;606416435493;-10.6;-13.2;2.7;
56;606416685438;-10;-15.7;2.2;
57;606416943716;-10.3;-17.9;1.7;
58;606417193661;-10.7;-17.2;0;
59;606417451939;-11.4;-17.4;0.6;
60;606417718547;-11.3;-16.1;2.5;
61;606417951830;-11.7;-11.7;1.1;
62;606418218489;-11.9;-10.5;-2.6;
63;606418476766;-17.9;-17.8;1.5;
64;606418726687;-23.6;-49.3;7.8;
65;606418976558;-42.6;-74.2;28.7;
66;606419243216;-140.5;-82.6;127.4;
67;606419493212;170.7;-76.2;178.5;
68;606419743008;168.7;-66.8;-178.9;
69;606420009717;171.7;-64.1;-179.3;
70;606420259663;165.9;-54;-177;
71;606420518065;166.8;-47.2;-176.3;
72;606420776242;167.6;-39.7;-176.7;
73;606421026188;168;-22.5;-178.1;
74;606421292747;169.3;-3.7;-178.7;
75;606421542717;168.7;10.6;-179.5;
76;606421792713;169.1;18.2;-175.8;
77;606422050940;170.7;27.3;-173.6;
78;606422309168;171.5;43.9;-175.9;
79;606422550707;174.6;60.7;-177.5;
80;606422817441;168.3;78.4;174.8;
81;606423075793;-10.9;85.8;-4.9;
82;606423325589;-17.4;73.4;-7.7;
83;606423583916;-14.4;63.9;-2.8;
84;606423842193;-11.9;57.2;-0.2;
85;606424092214;-13.8;55.9;-2.1;
86;606424358823;-14.2;51.9;-4.4;
87;606424600437;-14.6;39.4;-0.7;
88;606424867046;-14.4;12.9;-0.4;
89;606425116942;-12.8;-11.3;-0.4;
90;606425375294;-13.4;-23.3;0.2;
91;606425625165;-12.7;-30.6;-0.2;
92;606425883617;-12.3;-41.4;-1.4;
93;606426141669;-9.5;-48.4;-3.9;
94;606426399946;-9.9;-55.6;-3.2;
95;606426649967;-8.3;-68.2;-4.2;
96;606426891581;-1.7;-76;-8.7;
97;606427166522;6.8;-76.8;-16.7;
98;606427416443;12.6;-73.8;-20.7;
99;606427674695;5.1;-72.8;-12.5;
100;606427924666;0.6;-76.9;-8.6;
101;606428182943;0.3;-77.2;-8.5;
102;606428441220;4.4;-77.6;-13;
103;606428691166;2.3;-81.6;-10.6;
104;606428949418;176.7;-74.8;172;
105;606429207620;168.7;-54.3;-176.9;
106;606429457716;170;-42.8;-178.8;
107;606429724375;167.8;-34.4;-176.5;
108;606429990834;167.2;-23;-176.8;
109;606430224191;167.5;-8.9;-178.3;
110;606430490800;168.5;5.7;-178.3;
111;606430749003;168.4;17.4;-178;
112;606431007280;169.3;27;-177.3;
113;606431257101;170;36;-176.7;
114;606431507071;172.3;46;-176.3;
115;606431773780;173;56;-175.6;
116;606432023651;176;66.2;-174.4;
