ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;19152502083;-0.2;-2.4;-0.5;
1;19152752029;-0.3;-2.1;-0.5;
2;19153010156;-0.3;-1.7;-0.7;
3;19153268384;-0.4;-1.6;-0.6;
4;19153526661;-0.3;-1.4;-0.7;
5;19153759944;-0.3;-1.4;-0.7;
6;19154001683;-0.2;-1.4;-0.6;
7;19154268342;-0.9;-1.6;-0.6;
8;19154526619;-1.2;-1.5;-1.1;
9;19154784896;-1.2;-1.4;-1.1;
10;19155026510;-1.2;-1.4;-1.3;
11;19155301501;-0.7;-2.7;-1.1;
12;19155534558;-0.8;-5.4;-1.1;
13;19155801117;-2.3;-9.7;-1.5;
14;19156067826;-4.1;-13.7;-3.2;
15;19156309465;-3.5;-22.3;-3.4;
16;19156567743;-4.5;-37.2;-1.3;
17;19156817688;-11.8;-60.2;5.8;
18;19157076041;-23.9;-66.1;17.5;
19;19157334318;-25.7;-64.7;17.9;
20;19157584364;-19.4;-58.5;9.9;
21;19157842691;-14;-41.7;3.2;
22;19158100968;-12.2;-16.2;-1.6;
23;19158350789;-12.5;-3.2;-2.2;
24;19158600735;-14.3;17.9;-2.6;
25;19158867368;-18.5;41.6;-6.2;
26;19159117339;-27;56;-15.3;
27;19159375666;-43.4;65.4;-31.3;
28;19159633944;-69.1;70.9;-56.4;
29;19159900578;-84.2;70.3;-71.6;
30;19160142192;-83.7;70.2;-71;
31;19160400494;-87.7;71;-76.6;
32;19160650390;-83;71.8;-71.1;
33;19160933662;-47.6;67.4;-34.9;
34;19161175251;-48.2;72.7;-35.5;
35;19161433528;-96.4;76.2;-88.2;
36;19161683474;-111.6;73.9;-102.8;
37;19161941751;-114.9;72.7;-104.9;
38;19162208360;-110.5;72;-99.8;
39;19162449899;-95.8;71.8;-84.9;
40;19162699445;-65.7;69.4;-52.7;
41;19162965979;-40.3;57.3;-24.8;
42;19163232638;-25.6;41.6;-13.2;
43;19163465920;-13.3;18.8;-6.1;
44;19163732579;-8.6;1.8;-2.7;
45;19163982825;-6.3;-8.1;-1.3;
46;19164241177;-4.3;-14;-1.6;
47;19164499529;-2.3;-17.4;-2.9;
48;19164749300;-0.1;-16.2;-2.8;
49;19165007552;4.4;-14.7;-2.7;
50;19165257423;5.9;-13.7;-3;
51;19165515750;6.1;-13;-3;
52;19165774103;4.7;-13.2;-2.9;
53;19166024098;2.7;-17.5;-2.3;
54;19166282401;0.1;-15.1;-2;
55;19166540803;-2.3;-11.1;-2.9;
56;19166799080;-2.4;-8.2;-3.4;
57;19167057082;-2;-7.2;-3.1;
58;19167315160;-2;-8.5;-3;
59;19167573687;-0.6;-9.1;-3.1;
60;19167815326;-0.8;-9.1;-2.9;
61;19168073629;-2.1;-8.9;-2;
62;19168323649;-4.7;-12.3;0.2;
63;19168590383;-9.7;-13;1.1;
64;19168840329;-13.2;-12.4;0.3;
65;19169090275;-15.7;-12.2;-0.6;
66;19169348502;-16.8;-13.2;1.5;
67;19169606729;-17.8;-12.5;3;
68;19169856675;-16;-5.6;1.2;
69;19170106621;-14.7;7;-1.1;
70;19170373229;-14.7;13.8;-2.4;
71;19170631557;-13.6;15.2;-2.1;
72;19170881502;-12.3;10;-1.5;
73;19171139780;-12.3;9.8;-2.9;
74;19171398057;-12.5;10.2;-2.9;
75;19171648003;-11.4;7.8;-1.4;
76;19171906280;-10.8;5.3;-0.6;
77;19172172889;-10.9;5.2;-0.2;
78;19172414528;-11.3;5.3;-0.5;
79;19172672680;-0.6;0.5;1.7;
80;19172922376;13.9;-3;1.5;
81;19173180578;24.7;-5.2;-1.7;
82;19173438856;33.7;-0.1;-2.1;
83;19173688826;35.3;2.1;1;
84;19173947104;35.2;1.3;1.4;
85;19174205381;35.2;0.6;1.3;
86;19174455502;34.3;1;1.1;
87;19174713779;34.8;1.2;0.9;
88;19174980388;35.1;1;1.4;
89;19175221952;35.5;0.5;1.6;
90;19175480154;36.4;-0.9;2.3;
91;19175738307;37.5;-6.1;1.5;
92;19176004815;40;-16;0;
93;19176254761;38.2;-22.7;0.4;
94;19176496375;24.5;-28.5;3.1;
95;19176762984;-11.8;-31.1;2.2;
96;19177012930;-20.3;-34.2;0.8;
97;19177271332;-19.9;-30;0.6;
98;19177521478;-17.3;-27.7;0.5;
99;19177771449;-16.2;-24.1;0.9;
100;19178038057;-14.9;-18.7;-0.2;
101;19178296385;-13.5;-14.4;-0.7;
102;19178546331;-15;-9;-1.3;
103;19178812939;-16.1;-3;-1.6;
104;19179054553;-16.4;3.1;-1.2;
105;19179304499;-14.9;5.3;0;
106;19179554445;-11.6;3.7;1.3;
107;19179821054;-9.8;8.1;1.8;
108;19180079356;-13.1;15.5;-0.4;
109;19180337708;-16.7;21.9;-4;
110;19180587704;-18.6;26.1;-5.2;
111;19180837650;-18.4;26;-5;
112;19181112615;-17.7;23.7;-4.1;
113;19181345898;-17.2;22;-3;
114;19181612507;-16.8;20.7;-2.2;
115;19181870784;-16.1;18.2;-1.7;
116;19182120730;-15;15.1;-1;
