ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;101901934453;2.8;-0.9;-3.2;
1;101902201061;3.3;-0.5;-1.9;
2;101902467670;3.1;-1;-1.7;
3;101902717616;3;-1.1;-1.6;
4;101902975893;3;-1;-1.7;
5;101903209176;2.9;-1;-1.8;
6;101903467453;2.8;-1.2;-1.8;
7;101903725731;2.4;-0.7;-1.8;
8;101903967345;1.6;2.7;-1.9;
9;101904233954;0.9;4.4;-1.8;
10;101904475568;0.5;3.4;-1.7;
11;101904750508;0;9.5;-3.3;
12;101905000454;-0.6;15.3;-4.2;
13;101905258731;0.1;15.1;-3.4;
14;101905517008;-0.1;14.6;-3.1;
15;101905783617;0.3;12.8;-2.6;
16;101906033563;0.4;10.2;-2.7;
17;101906291840;0.9;8.2;-2.9;
18;101906516691;0.9;7.3;-3.2;
19;101906799963;0.8;4.7;-2.8;
20;101907066572;0.8;2.5;-2.5;
21;101907308186;1.4;2.7;-2.3;
22;101907566464;1.3;0.8;-2.3;
23;101907808078;0.7;-3.9;-1.7;
24;101908066355;0.8;-9.5;-1.7;
25;101908332964;1;-13.8;-1.9;
26;101908591241;1.9;-13.8;-2.7;
27;101908849518;1.7;-13.4;-3.6;
28;101909099464;2;-16.7;-3.9;
29;101909341078;2.1;-18.1;-3.5;
30;101909607687;1.2;-20.9;-2.9;
31;101909849301;1.1;-22.7;-2.8;
32;101910115910;1.2;-24.1;-3;
33;101910374188;1.2;-24.8;-2.2;
34;101910632465;1.3;-27;-2.8;
35;101910882411;0.7;-27.8;-3.2;
36;101911140688;0.3;-29.2;-3.1;
37;101911398965;0.3;-30.6;-3.2;
38;101911657242;0.3;-33.3;-2.9;
39;101911898857;0.7;-36.3;-2.9;
40;101912165465;1.2;-39;-3.3;
41;101912415411;1.6;-41.6;-3.3;
42;101912682020;2;-43.9;-3.7;
43;101912940297;2.1;-46.3;-3.4;
44;101913181911;1.7;-49.7;-2.8;
45;101913440189;2.7;-50.6;-3.5;
46;101913690134;2.9;-50.9;-4.1;
47;101913940080;2.1;-52.1;-3.2;
48;101914206689;1.7;-53.7;-2.4;
49;101914456635;1.3;-54.6;-2.2;
50;101914714912;2.1;-54.3;-2.7;
51;101914973189;2.7;-55.9;-2.6;
52;101915231467;3.2;-59.9;-2.9;
53;101915481412;3;-66.1;-2.5;
54;101915739690;3.7;-72.3;-3.4;
55;101915989635;6.6;-77.8;-6.4;
56;101916239581;12.3;-80.6;-12.3;
57;101916506190;14.9;-81.9;-16;
58;101916747804;21.7;-83.3;-22.7;
59;101917014413;28.3;-86;-29.3;
60;101917272690;44.2;-86.9;-44.6;
61;101917530967;36.2;-84.5;-35.4;
62;101917780913;30.1;-82.6;-28.3;
63;101918039191;33.4;-83;-31;
64;101918280805;55.2;-85.8;-53;
65;101918539082;146.9;-85.9;-145;
66;101918805691;167.4;-78.5;-165.9;
67;101919047305;171.1;-71.5;-168.8;
68;101919305582;172.5;-65.7;-169.8;
69;101919563860;174.1;-60.6;-172.1;
70;101919822137;175.3;-56.3;-173.3;
71;101920088746;175.4;-52.9;-173.2;
72;101920338691;175.3;-49.1;-173;
73;101920588637;175.9;-47;-173.1;
74;101920846914;176.2;-44.6;-173.9;
75;101921096860;176.3;-44;-173.5;
76;101921363469;176.2;-42.8;-173.5;
77;101921613415;176.2;-42.2;-173.7;
78;101921871692;176.5;-41.6;-174.1;
79;101922129969;176.5;-42.6;-174.1;
80;101922379915;176.9;-42.7;-174;
81;101922638192;177.3;-40.1;-174.8;
82;101922896470;177.4;-35.6;-174.9;
83;101923146415;177.9;-30.6;-175.2;
84;101923404693;178.7;-26.5;-175.7;
85;101923654638;179.8;-24.3;-175.7;
86;101923921247;179.5;-20.9;-176.7;
87;101924179524;179.6;-18.2;-176.6;
88;101924412807;179.7;-16.8;-176;
89;101924679416;179.6;-16;-175.9;
90;101924937693;179.4;-15.9;-175.9;
91;101925187639;179.5;-15.2;-176.1;
92;101925445916;179.5;-15.1;-176;
93;101925704194;179.7;-14.9;-176.2;
94;101925962471;179.3;-14.8;-176.2;
95;101926212417;179.3;-13.9;-176.4;
96;101926470694;179.6;-10.4;-177.2;
97;101926720640;-179.5;-7;-177.2;
98;101926987248;-179.8;-5;-177.1;
99;101927237194;-179.8;-3.2;-177.3;
100;101927495471;179.8;-0.5;-177;
101;101927753699;-179.2;4.6;-178.1;
102;101927995313;-179;8.2;-178.3;
103;101928253590;-179;11.5;-178.4;
104;101928503536;-179.1;14.6;-178.3;
105;101928770145;-178.9;17.4;-178;
106;101929020090;-178.8;19.9;-177.9;
107;101929278368;-178.7;21.8;-177.8;
108;101929544977;-178.6;24;-177.6;
109;101929786591;-178.6;26.7;-177.5;
110;101930044868;-178.5;30.7;-177.4;
111;101930303145;-178;35.2;-176.8;
112;101930553091;-177.5;40.3;-176.5;
113;101930811368;-176.7;45;-175.6;
114;101931061314;-176;49.1;-175.1;
115;101931327923;-175.3;53.7;-173.9;
116;101931577869;-174.5;57.4;-173.1;
