ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;594126525261;-3.7;-3.5;1.1;
1;594126783538;-3.7;-3.4;1.2;
2;594127041816;-3.8;-3.5;1.3;
3;594127300093;-4.1;-3.7;1.4;
4;594127558370;-4.8;-4.7;1.7;
5;594127774990;-6.2;-6.8;2.2;
6;594128033267;-6;-7;2.5;
7;594128308207;-5.6;-6.3;2.4;
8;594128549822;-5.8;-6.4;2.6;
9;594128808099;-6.2;-6.4;2.8;
10;594129066376;-6.1;-6.1;2.8;
11;594129316322;-8.5;-8.1;2.8;
12;594129566268;-13.1;-16;3;
13;594129832877;-18;-28.7;4.6;
14;594130082822;-24.9;-42.8;7.9;
15;594130341125;-33;-48.8;11.6;
16;594130591070;-42;-55.6;19.7;
17;594130849348;-53.8;-66.2;45.6;
18;594131107625;-57.1;-71.8;62.4;
19;594131357571;-54.9;-75;68.5;
20;594131615848;-57;-77.6;79.2;
21;594131874125;-63;-80.2;88.6;
22;594132124071;-91.5;-80.2;116.5;
23;594132382348;-130;-73.1;150.5;
24;594132640626;-140.5;-65.1;153.9;
25;594132890571;-139.7;-67.4;149.4;
26;594133148849;-81;-80.7;88.8;
27;594133423764;0.9;-38.2;10.4;
28;594133657047;6.5;-11;4.9;
29;594133915324;6.2;1.1;1.8;
30;594134173601;5.2;9.8;-0.7;
31;594134423547;3.3;20.1;-2;
32;594134681824;1.5;26.8;-2.6;
33;594134923438;-0.7;34;-3.5;
34;594135190047;-3;41;-4.8;
35;594135439993;-6;43.6;-4.8;
36;594135706602;-9.3;41.8;-2.9;
37;594135956547;-13.2;41.8;-0.2;
38;594136206493;-25.1;40.7;-0.2;
39;594136464770;-41.6;34.5;-2.1;
40;594136714716;-46.4;30.5;0.5;
41;594136981325;-51.3;28.9;0.8;
42;594137231271;-53;23.6;2.8;
43;594137489548;-54.4;16.1;7;
44;594137739494;-51.9;0.5;17.6;
45;594137997771;-48.5;-14.5;25.7;
46;594138256073;-41.6;-31.5;33;
47;594138514376;-36.5;-43.1;32.6;
48;594138780984;-38.1;-54.1;36.4;
49;594139022599;-44.5;-61.5;42.8;
50;594139289207;-54.9;-67.4;52.1;
51;594139555816;-60.2;-70.8;56.8;
52;594139814094;-73.2;-74.6;69.4;
53;594140047376;-83;-75.9;78;
54;594140313985;-79.6;-75.7;72.8;
55;594140555599;-80.1;-75.8;71.1;
56;594140822208;-77.4;-76.6;66.7;
57;594141063822;-72.8;-77.7;60.1;
58;594141338763;-77.8;-78.5;64.7;
59;594141588708;-90.7;-79.2;77.4;
60;594141846986;-108.1;-79.8;94;
61;594142096931;-131;-78.1;116.3;
62;594142355209;-145.9;-71.7;133.7;
63;594142613486;-141;-71.5;139.8;
64;594142855100;-86.8;-83.7;92.2;
65;594143113377;-5.4;-67;14.8;
66;594143379986;-1.3;-45.2;6.4;
67;594143629957;0.3;-35.1;-0.3;
68;594143888234;-1.1;-35.4;-1.9;
69;594144146512;-6;-41.3;0.1;
70;594144396457;-8.2;-46.9;0.5;
71;594144654735;-8.9;-47;0.5;
72;594144921343;-8.4;-39.2;0.8;
73;594145179621;-7.2;-25.1;0;
74;594145421235;-5.9;-5.8;-1.2;
75;594145679512;-5.5;3.5;-2.1;
76;594145929458;-6;7.6;-1.6;
77;594146196067;-6.4;12.2;-1.6;
78;594146437681;-8.4;16.7;-2.3;
79;594146695958;-9.1;19.6;-1.9;
80;594146945904;-8.6;19.4;-1.1;
81;594147204181;-8.7;20.7;-1.4;
82;594147462458;-8.8;20.8;-1.1;
83;594147720736;-8.9;20.3;-1.5;
84;594147987345;-9.2;20.9;-1.9;
85;594148228959;-8.7;20.7;-1.5;
86;594148487236;-7.9;25.7;-2.2;
87;594148745513;-8.1;25.7;-2.4;
88;594148995459;-8.4;24.7;-1.8;
89;594149253661;-7.9;18.3;-0.1;
90;594149520270;-7.5;13.2;0.9;
91;594149761884;-6;11.3;1.7;
92;594150028493;-7;9.4;3.4;
93;594150278439;-6.5;6.9;3.5;
94;594150536716;-6.7;5.3;2.9;
95;594150786662;-7.2;1.7;3.9;
96;594151044939;-6.3;-0.6;2.8;
97;594151294885;-6.9;-1.1;2.3;
98;594151553162;-7.5;-1.7;1.7;
99;594151811440;-8.2;-3.7;2.8;
100;594152061385;-8.8;-7;3.4;
101;594152328019;-9.1;-6.1;2.9;
102;594152577965;-8.2;-4.7;2.7;
103;594152836242;-8.1;-4.6;2.8;
104;594153069525;-8.4;-4.9;3.4;
105;594153352797;-8.7;-5.1;3.6;
106;594153594411;-8.6;-6.3;3.6;
107;594153852688;-8.2;-10.7;3.6;
108;594154102634;-8.3;-18.6;4.3;
109;594154360911;-9.6;-25.7;4;
110;594154610857;-11.5;-34.3;4.9;
111;594154860803;-12.4;-41.8;5.8;
112;594155127411;-11.2;-44.5;5.7;
