ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;425760162671;1.4;2;-1.5;
1;425760162671;1.3;1.3;-1.3;
2;425760162671;-0.3;-9;-0.7;
3;425760162671;-4.1;-29.6;2.2;
4;425760162671;-8.1;-42.1;6.5;
5;425760162671;-8.6;-42.7;6.8;
6;425760162671;-7.7;-32.5;4.9;
7;425760162671;-8.8;-17.4;3.5;
8;425760162671;-10;-15.7;2.4;
9;425760162671;-10.5;-16;3;
10;425760162671;-9.4;-14.8;2.4;
11;425760162671;-8.7;-13.9;2.2;
12;425760162671;-8.9;-16.3;3.1;
13;425760162671;-9.2;-16;3.3;
14;425760162671;-8.6;-15.6;3;
15;425760162671;-7.9;-7.9;1.3;
16;425760162671;-9.2;-4.7;0.5;
17;425760162671;-10.2;-6;0.9;
18;425760162671;-11.3;-11.4;2.2;
19;425760162671;-11.4;-29.9;5.9;
20;425760162671;-19.4;-54.7;15.1;
21;425760162671;-48.5;-72.8;42;
22;425760162671;-119.2;-76.5;111.4;
23;425760162671;-166.5;-57.4;153.3;
24;425760162671;-179.4;-33.3;160.6;
25;425760162671;176.2;-16.8;165.2;
26;425760162671;175.6;-1.2;169.2;
27;425760162671;174;9.4;171.4;
28;425760162671;172.8;22.1;171.9;
29;425760162671;172.4;33;172.2;
30;425760162671;171.7;43.7;171.2;
31;425760162671;168.5;51.3;169.1;
32;425760162671;168.2;49;170;
33;425760162671;171.6;39.4;175.4;
34;425760162671;172.8;36.8;176.3;
35;425760162671;173;34.4;177.9;
36;425760162671;173.3;33.2;178.1;
37;425760162671;173;34.3;177.6;
38;425760162671;171.5;37.3;176.2;
39;425760162671;170.7;39.3;174.9;
40;425760162671;170.8;40.3;174.8;
41;425760162671;171.6;41.4;175.1;
42;425760162671;172.2;42.1;175.2;
43;425760162671;172.2;42.5;175.2;
44;425760162671;173.1;43.4;175.6;
45;425760162671;172.5;45.3;175;
46;425760162671;160.8;63.4;166.2;
47;425760162671;146.6;72.7;150.4;
48;425760162671;125.4;76.2;131.1;
49;425760162671;143.3;68.7;150.7;
50;425760162671;156.3;54.2;163.4;
51;425760162671;162.6;43.4;169;
52;425760162671;168.4;29.2;173.9;
53;425760162671;171.5;15.6;175.9;
54;425760162671;172.8;8.4;175.3;
55;425760162671;172.3;8.3;174.7;
56;425760162671;163.8;11;174.7;
57;425760162671;163;7.9;173.7;
58;425760162671;167.7;-5;172.9;
59;425760162671;172.6;-23.8;175.7;
60;425760162671;174.7;-33.3;176.8;
61;425760162671;173.6;-47;-179.8;
62;425760162671;159.3;-60.2;-167.1;
63;425760162671;146.7;-73.4;-152.3;
64;425760162671;132.5;-83.6;-138.9;
65;425760162671;-102;-86.5;93.5;
66;425760162671;-69.8;-75.8;60.4;
67;425760162671;-57;-67.5;48;
68;425760162671;-44.1;-66.5;35.2;
69;425760162671;-14;-60.1;8.4;
70;425760162671;-3.3;-48.1;-1.7;
71;425760162671;-4.2;-32.6;-2.8;
72;425760162671;-8.6;-18.2;-3.2;
73;425760162671;-11.3;-12.5;-1.1;
74;425760162671;-12.4;-12;0.6;
75;425760162671;-12.1;-23.8;1.1;
76;425760162671;-13.4;-47.1;5.2;
77;425760162671;-22;-60.4;12.7;
78;425760162671;-47.3;-78.9;37;
79;425760162671;-160.4;-77.1;149.5;
80;425760162671;-179.6;-64.8;170.5;
81;425760162671;174.8;-54.4;177.2;
82;425760162671;177.3;-50.2;174.3;
83;425760162671;177.6;-50.9;173.2;
84;425760162671;179.6;-55.7;171.7;
85;425760162671;-177.7;-60.1;168.6;
86;425760162671;-172;-67.8;161.1;
87;425760162671;-168;-74.6;156.2;
88;425760162671;-156.9;-85.9;144.4;
89;425760162671;-38.6;-82.3;27.6;
90;425760162671;-36;-76.6;26.5;
91;425760162671;-28.8;-73.1;20.4;
92;425760162671;-22.9;-68;12.4;
93;425760162671;-16.4;-58.9;3.8;
94;425760162671;-14.9;-49.3;5;
95;425760162671;-15.8;-38.6;9.3;
96;425760162671;-13.1;-25.7;7.7;
97;425760162671;-10.3;-10.6;1.6;
98;425760162671;-12.4;7.6;0;
99;425760162671;-15.2;24.1;-0.8;
100;425760162671;-16.2;34.5;-1.6;
101;425760162671;-15;37.9;-1.4;
102;425760162671;-12;35.6;1.7;
103;425760162671;-6.7;33.6;4.7;
104;425760162671;-6;36.5;3.9;
105;425760162671;-6.5;39.1;3.4;
106;425760162671;-7.6;35.6;3.2;
107;425760162671;-8.6;19;3.3;
108;425760162671;-8.3;5.5;5.8;
109;425760162671;-9.1;-5.6;6.2;
110;425760162671;-10.2;-10.3;4.6;
111;425760162671;-10.9;-7.3;1.6;
112;425760162671;-11.1;-3.7;0.3;
113;425760162671;-11.9;-2.8;1.8;
114;425760162671;-12.4;-4.7;3.9;
115;425760162671;-13.1;-6.1;5.5;
116;425760162671;-13;-8.2;7.4;
117;425760162671;-13.2;-10.6;8.1;
