ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;595478528883;-4.1;0.6;-3;
1;595478787160;-4.1;-0.1;-2.8;
2;595479045437;-4.5;-3.4;-2.4;
3;595479303715;-5.2;-7.4;-2.1;
4;595479553660;-5.7;-9.6;-2.3;
5;595479786943;-5.7;-9.3;-2.5;
6;595480036889;-5.6;-10;-2.4;
7;595480303498;-5.7;-14.1;-2.3;
8;595480561775;-6.6;-22.8;-2;
9;595480803389;-7;-25.1;-1.7;
10;595481069998;-6.7;-24.4;-1.9;
11;595481319944;-5.6;-22.8;-2.8;
12;595481578221;-3.9;-18;-3.6;
13;595481836498;-4.8;-7.8;-4.2;
14;595482086444;-7.5;6.2;-4.5;
15;595482336390;-9.2;9.6;-4.8;
16;595482586335;-10.9;13.6;-5.4;
17;595482852944;-10.6;18.6;-5;
18;595483111221;-11.1;26.9;-5.8;
19;595483369499;-12;35.1;-7.6;
20;595483636108;-13;45.5;-8.9;
21;595483877722;-15.6;53.2;-11.4;
22;595484127667;-17;58.9;-12.3;
23;595484377613;-23.5;66.3;-18.9;
24;595484644222;-41.1;77.6;-37.4;
25;595484910831;-58.1;80.2;-54.1;
26;595485152445;-72.2;81.1;-67;
27;595485410722;-78.1;81.2;-72.7;
28;595485669000;-97.4;81;-95.2;
29;595485918945;-96.7;81;-94.7;
30;595486185554;-82.5;80.3;-79.4;
31;595486443831;-70.7;79.6;-66.6;
32;595486693777;-56.6;78.4;-52.3;
33;595486943723;-43.2;75.5;-40;
34;595487202000;-32.3;71.2;-31.5;
35;595487451946;-18.2;61.2;-20.5;
36;595487710223;-10.6;40.8;-11;
37;595487960169;-10.8;25.4;-9.4;
38;595488226778;-9.7;10.9;-7.2;
39;595488485055;-9.9;-4.6;-5.5;
40;595488735001;-9.1;-17.3;-4.9;
41;595488984947;-8.7;-28.9;-5.2;
42;595489243224;-8.3;-37.6;-4.9;
43;595489493170;-7.4;-46.2;-4.8;
44;595489759778;-5.5;-57.5;-5.6;
45;595490009724;-1.7;-67.3;-9.1;
46;595490268001;4.6;-78.4;-15.4;
47;595490526279;13.4;-88.7;-23.3;
48;595490784556;179.1;-83.1;171.6;
49;595491034502;-179.9;-74.7;171.9;
50;595491292779;-179.5;-66.1;172.8;
51;595491542725;177.3;-60.5;176.9;
52;595491809334;177.7;-60.1;177.3;
53;595492059279;178.7;-57.5;177.4;
54;595492284230;-180;-56.2;177;
55;595492559171;-180;-56.7;177.3;
56;595492817448;-179.6;-59.5;176.5;
57;595493075725;-178.4;-65.9;174.4;
58;595493325671;-175;-74.7;170.4;
59;595493583948;-162;-82.1;157.6;
60;595493842226;-71.2;-85.8;65.7;
61;595494092171;-36.8;-79.3;31.3;
62;595494350449;-29.7;-77.6;23.6;
63;595494592063;-22.4;-76;14.4;
64;595494858672;-20.4;-75.7;11.8;
65;595495116949;-16.6;-73.8;8.1;
66;595495383558;-16.6;-75.1;8.1;
67;595495625172;-15.4;-75.1;6.5;
68;595495883449;-4.6;-69.2;-1.5;
69;595496150058;1.4;-61.1;-6.2;
70;595496391672;2.7;-61.1;-6;
71;595496649950;5.1;-53.9;-3.4;
72;595496908227;5.9;-55.8;-5.2;
73;595497158173;11.5;-72.2;-15.1;
74;595497408118;68.2;-86.3;-74.4;
75;595497674727;169.7;-70.4;-177.3;
76;595497924673;173.5;-51.6;177.3;
77;595498182950;174.3;-37.4;175.1;
78;595498432896;174.5;-27.2;175.3;
79;595498691173;175.4;-20.4;175.6;
80;595498949450;175.8;-14.1;176.4;
81;595499199396;175.5;-9;176.5;
82;595499449342;175.9;-5.1;176.7;
83;595499715951;175.4;-4.3;176.9;
84;595499965897;175.7;-3.9;176.9;
85;595500224174;175.8;-3.5;176.9;
86;595500474120;175.5;-3.8;176.7;
87;595500732397;175.2;-4.2;176.3;
88;595500990674;175.4;-4.1;176.3;
89;595501248951;175.4;-4.4;176.2;
90;595501507229;175.4;-4.8;176;
91;595501748843;175.4;-5.1;175.9;
92;595502015452;175.3;-5.3;175.9;
93;595502265397;175.3;-6.3;176;
94;595502523675;175.5;-13.9;176;
95;595502790283;175.5;-21.3;176;
96;595503040229;175.2;-24.7;175.9;
97;595503298507;175.7;-29.8;175.8;
98;595503540121;176.2;-37.5;175.5;
99;595503815061;176.5;-46.3;175.7;
100;595504056675;177.3;-56.8;174.1;
101;595504323284;177.5;-65.8;174.3;
102;595504581561;-176.8;-79.8;169.2;
103;595504823176;-153.9;-89;146.1;
104;595505089784;-20.9;-83.1;13.1;
105;595505348062;-12.7;-76;4.9;
106;595505606339;-8.1;-64.7;0;
107;595505856285;-6.4;-54.3;-1.8;
108;595506114562;-4.6;-43.6;-4;
109;595506364508;-6;-35.5;-3.8;
110;595506614453;-5.5;-30.5;-4;
111;595506881062;-6.3;-24.2;-4.6;
112;595507131008;-6.9;-17.9;-4.4;
113;595507389285;-7.7;-11.1;-4.8;
114;595507647563;-8.8;-3.5;-5.4;
115;595507897508;-10.5;8.1;-5.5;
116;595508155786;-12.1;17.1;-5;
