ID; TimeStamp; HMDRX; HMDRY; HMDRZ;
0;174283908309;6;2.9;-1.9;
1;174284166586;6.1;2.9;-2;
2;174284424864;5.9;2.6;-2;
3;174284674809;5.9;2.4;-2.1;
4;174284924630;5.8;2.1;-2.1;
5;174285166244;5.6;1.4;-1.9;
6;174285407858;2.5;-0.5;-2;
7;174285674467;-3.8;-4.9;-1.2;
8;174285932745;-4.4;-9.5;-0.4;
9;174286191022;-4.5;-9.8;-0.4;
10;174286440968;-4.1;-9.2;-0.5;
11;174286699195;-4;-8.8;-0.7;
12;174286949141;-3.8;-8.6;-0.7;
13;174287215724;-3.6;-8.5;-0.7;
14;174287465645;-3.5;-8.2;-0.9;
15;174287723922;-3.1;-8.1;-0.9;
16;174287973868;-2.9;-7.9;-1;
17;174288232145;-2.9;-7.9;-1;
18;174288482091;-2.7;-7.9;-1;
19;174288732037;-3;-7.8;-1.1;
20;174288998646;-3.1;-7.8;-1.2;
21;174289256923;-3.4;-7.9;-1.2;
22;174289506869;-3.4;-7.9;-1.1;
23;174289765146;-3.3;-8;-1.1;
24;174290023423;-3.3;-7.9;-1.2;
25;174290273369;-3.1;-8.1;-1.2;
26;174290531646;-3;-8.1;-1.2;
27;174290781592;-2.9;-7.9;-1.3;
28;174291039869;-2.7;-7.3;-1.2;
29;174291289815;-2.6;-5.4;-1.4;
30;174291556424;-2.9;1.1;-1.4;
31;174291814701;-3.2;10.1;-1.7;
32;174292064647;-3.6;15.8;-2.1;
33;174292322924;-3.7;19.5;-2.7;
34;174292572870;-3.9;19.6;-2.7;
35;174292831147;-3.2;18.2;-2.5;
36;174293089425;-3.4;16.7;-3.1;
37;174293339370;-2.4;15.1;-2.1;
38;174293597648;-2.7;18;-1.5;
39;174293855925;-3.5;26.2;-1.8;
40;174294114202;-3.8;26.1;-2.7;
41;174294372479;-3.5;24.7;-2.6;
42;174294614094;-3.1;24;-2.5;
43;174294880702;-2.9;24;-2.4;
44;174295130648;-2.4;23.8;-2.6;
45;174295388925;-2;23.5;-2.6;
46;174295638871;-1.9;22.9;-2.9;
47;174295888817;-1.7;22.4;-2.9;
48;174296147094;-1.7;22;-3;
49;174296397040;-1.6;21.6;-3.1;
50;174296663649;-1.5;21.2;-3.2;
51;174296938589;-1.3;20.5;-3.1;
52;174297196866;-1.3;20.3;-3.1;
53;174297421817;-1.2;20.3;-2.9;
54;174297680095;-1;20.1;-2.8;
55;174297930041;-1;19.5;-3;
56;174298196649;-1;18.7;-3.1;
57;174298463258;-0.9;17.2;-2.9;
58;174298704872;-0.5;16.5;-3;
59;174298963150;-0.4;16.2;-2.9;
60;174299213070;-0.9;14.8;-2.9;
61;174299471348;-1.6;14;-2.7;
62;174299721293;-2.8;13.5;-2.3;
63;174299971239;-2.9;13.2;-2.2;
64;174300246179;-2.8;13.2;-2.3;
65;174300496125;-2.4;13.1;-2.2;
66;174300754402;-2.3;13;-2.2;
67;174301004348;-2.3;13.1;-2.3;
68;174301254294;-2.1;12.9;-2.4;
69;174301512571;-2;12.9;-2.4;
70;174301779180;-2.1;12.8;-2.4;
71;174302029126;-2;12.8;-2.5;
72;174302279072;-2;12.6;-2.5;
73;174302529017;-1.8;12.1;-2.5;
74;174302787295;-1.6;11.5;-2.5;
75;174303053903;-2.2;11.6;-3.1;
76;174303312181;-2;11.4;-3;
77;174303553795;-2.1;10.7;-3;
78;174303803741;-2.3;9.3;-3;
79;174304062018;-2.6;8.4;-2.9;
80;174304328627;-2.6;8.3;-2.9;
81;174304570241;-2.4;8.5;-3;
82;174304836850;-2.3;8.7;-3;
83;174305086796;-2.2;9.5;-3;
84;174305345073;-2.2;11.6;-3.1;
85;174305603350;-2.4;13.9;-3.3;
86;174305861627;-2.1;12.3;-2.7;
87;174306119905;-2;10.6;-3.2;
88;174306378182;-1.8;8.4;-3.2;
89;174306636459;-1.4;4;-2.8;
90;174306894736;-1.2;1.1;-2.6;
91;174307153014;-1.3;2.3;-2.7;
92;174307402984;-1.2;2.7;-2.7;
93;174307661262;-1.2;2.8;-2.7;
94;174307911132;-1.5;2.8;-2.8;
95;174308177741;-2.1;2.9;-3.1;
96;174308419356;-3.1;1.1;-2.6;
97;174308677633;-4.6;-7.7;-1.7;
98;174308935910;-5.5;-17.5;-1.2;
99;174309185856;-5.4;-18.5;-1.3;
100;174309452465;-5.4;-16.1;-0.4;
101;174309702410;-5.1;-11.6;-0.8;
102;174309960688;-5.2;-4.4;-1.2;
103;174310218965;-5.5;4.3;-1.9;
104;174310468911;-5.6;11.5;-2.5;
105;174310718856;-5.4;14;-2.8;
106;174310977134;-5.1;12.9;-2.8;
107;174311235411;-5;10.8;-2.8;
108;174311485357;-5;7.2;-3.4;
109;174311751966;-4.4;6.2;-2.6;
110;174312001886;-3.9;6.7;-2.9;
111;174312251832;-4.1;8;-2.9;
112;174312510109;-4.1;8.8;-2.9;
